Date,Day,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
2014-01-01,Wednesday,All Day,,Holiday,Argentina - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Australia - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Austria - New Hijri Year,,,
2014-01-01,Wednesday,All Day,,Holiday,Bahrain - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Belgium - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Brazil - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Canada - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Chile - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,China - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Colombia - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Croatia - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Cyprus - First of January,,,
2014-01-01,Wednesday,All Day,,Holiday,Denmark - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Egypt - Bank Holiday,,,
2014-01-01,Wednesday,All Day,,Holiday,Estonia - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Finland - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,France - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Germany - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Greece - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Hong Kong - The first day of January,,,
2014-01-01,Wednesday,All Day,,Holiday,Hungary - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Iceland - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Indonesia - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Ireland - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Italy - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Japan - New-Year Holidays,,,
2014-01-01,Wednesday,All Day,,Holiday,Jordan - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Kenya - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Latvia - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Lebanon - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Lithuania - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Luxembourg - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Malaysia - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Mexico - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Morocco - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Netherlands - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Norway - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Peru - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Philippines - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Poland - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Portugal - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Qatar - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Romania - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Russia - New-Year Holidays,,,
2014-01-01,Wednesday,All Day,,Holiday,Slovenia - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,South Korea - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Spain - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Sweden - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Switzerland - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Taiwan - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Thailand - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Tunisia - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Türkiye - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,United Arab Emirates - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,United Kingdom - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,United States - New Year's Day,,,
2014-01-01,Wednesday,All Day,,Holiday,Venezuela - New Year's Day,,,
2014-01-01,Wednesday,05:30,USD,Medium,API Weekly Crude Oil Stock,-5.67M,-3.00M,0.50M
2014-01-01,Wednesday,06:45,NZD,Low,Terms of Trade - Exports Volume (QoQ),10.05%,,-0.91%
2014-01-01,Wednesday,08:00,KRW,Low,Trade Balance,3.70B,3.76B,4.80B
2014-01-01,Wednesday,09:00,CNY,High,Manufacturing PMI,51.0,51.2,51.4
2014-01-01,Wednesday,14:00,PEN,Low,CPI (MoM),0.17%,0.20%,-0.22%
2014-01-01,Wednesday,17:00,ARS,Low,Budget Balance  (Dec),"-19,897.70M",,"-6,678.70M"
2014-01-01,Wednesday,17:00,AUD,Low,ANZ Internet Job Ads (MoM)  (Dec),-0.60%,,-0.40%
2014-01-01,Wednesday,17:00,AUD,Low,ANZ Newspaper Job Ads (MoM)  (Dec),-1.60%,,-1.70%
2014-01-01,Wednesday,17:00,AUD,Low,Housing Credit  (Dec),0.60%,,0.50%
2014-01-01,Wednesday,17:00,AUD,Low,Invest Housing Finance (MoM)  (Dec),1.60%,,2.90%
2014-01-01,Wednesday,17:00,AUD,Low,Private House Approvals  (Dec),-1.70%,,8.10%
2014-01-01,Wednesday,17:00,BRL,Low,Auto Production (MoM)  (Dec),-21.17%,,-9.15%
2014-01-01,Wednesday,17:00,BRL,Low,Budget Balance  (Dec),-13.61B,,-0.18B
2014-01-01,Wednesday,17:00,BRL,Low,Budget Surplus  (Dec),10.41B,,29.75B
2014-01-01,Wednesday,17:00,BRL,Low,CAGED Net Payroll Jobs  (Dec),-449.00K,,47.00K
2014-01-01,Wednesday,17:00,BRL,Low,CPI (MoM)  (Dec),0.92%,,0.54%
2014-01-01,Wednesday,17:00,BRL,Low,Federal Tax Revenue  (Dec),118.00B,,113.00B
2014-01-01,Wednesday,17:00,BRL,Low,IGP-DI Inflation Index (MoM)  (Dec),0.69%,,0.28%
2014-01-01,Wednesday,17:00,BRL,Low,IGP-M Inflation Index (MoM)  (Dec),0.60%,,0.29%
2014-01-01,Wednesday,17:00,BRL,Low,Industrial Production (MoM)  (Dec),-2.84%,,0.39%
2014-01-01,Wednesday,17:00,BRL,Low,Mid-Month CPI (MoM)  (Dec),0.75%,,0.57%
2014-01-01,Wednesday,17:00,BRL,Low,Mid-Month CPI (YoY)  (Dec),5.85%,,5.78%
2014-01-01,Wednesday,17:00,BRL,Medium,IPC-Fipe Inflation Index (MoM)  (Dec),0.65%,,0.46%
2014-01-01,Wednesday,17:00,CAD,Low,Budget Balance (YoY)  (Dec),-12.18B,,-13.38B
2014-01-01,Wednesday,17:00,CAD,Low,Ivey PMI n.s.a  (Dec),40.20,,48.20
2014-01-01,Wednesday,17:00,CHF,Medium,KOF Leading Indicators  (Dec),102.90,,104.50
2014-01-01,Wednesday,17:00,CLP,Low,Copper Exports (USD)  (Dec),"3,391.00M",,"3,292.00M"
2014-01-01,Wednesday,17:00,CLP,Low,Core CPI (MoM)  (Dec),0.30%,,0.10%
2014-01-01,Wednesday,17:00,CLP,Low,Exports (USD)  (Dec),"6,252.60M",,"6,038.60M"
2014-01-01,Wednesday,17:00,CLP,Low,Imports (USD)  (Dec),"6,200.20M",,"5,701.70M"
2014-01-01,Wednesday,17:00,CNY,Low,Outstanding Loan Growth (YoY)  (Dec),14.10%,,14.20%
2014-01-01,Wednesday,17:00,CNY,Medium,PBoC Deposit Rate  (Dec),3.00%,,3.00%
2014-01-01,Wednesday,17:00,CNY,Medium,PBoC Reserve Requirement Ratio  (Dec),20.00%,,20.00%
2014-01-01,Wednesday,17:00,EUR,Low,Belgium CPI (YoY)  (Dec),0.97%,,0.81%
2014-01-01,Wednesday,17:00,EUR,Low,French Exports  (Dec),36.53B,,35.67B
2014-01-01,Wednesday,17:00,EUR,Low,French HICP (YoY)  (Dec),0.84%,,0.82%
2014-01-01,Wednesday,17:00,EUR,Low,French Imports  (Dec),41.93B,,41.49B
2014-01-01,Wednesday,17:00,EUR,Low,German Exports (MoM)  (Dec),-1.87%,,0.98%
2014-01-01,Wednesday,17:00,EUR,Low,German HICP (MoM)  (Dec),0.50%,,0.20%
