Date,Day,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
2010-01-01,Friday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,418,,416
2010-01-01,Friday,17:00,CAD,Low,Budget Balance  (Dec),-3.06B,,-4.36B
2010-01-01,Friday,17:00,CAD,Low,Budget Balance (YoY)  (Dec),-39.36B,,-36.30B
2010-01-01,Friday,17:00,CAD,Low,CPI (YoY)  (Dec),1.30%,,1.00%
2010-01-01,Friday,17:00,CAD,Low,Exports  (Dec),32.13B,,31.51B
2010-01-01,Friday,17:00,CAD,Low,Foreign Securities Purchases by Canadians  (Dec),0.66B,,2.03B
2010-01-01,Friday,17:00,CAD,Low,Full Employment Change  (Dec),-13.10K,,56.40K
2010-01-01,Friday,17:00,CAD,Low,IPPI (YoY)  (Dec),-0.30%,,-3.00%
2010-01-01,Friday,17:00,CAD,Low,Imports  (Dec),32.91B,,31.84B
2010-01-01,Friday,17:00,CAD,Low,Ivey PMI n.s.a  (Dec),48.40,,55.90
2010-01-01,Friday,17:00,CAD,Low,Part Time Employment Change  (Dec),-2.20K,,24.30K
2010-01-01,Friday,17:00,CAD,Low,Participation Rate  (Dec),67.00%,,67.10%
2010-01-01,Friday,17:00,CAD,Low,RMPI (YoY)  (Dec),28.20%,,9.80%
2010-01-01,Friday,17:00,CAD,Medium,Core CPI (YoY)  (Dec),1.50%,,1.50%
2010-01-01,Friday,17:00,CHF,Low,CPI (YoY)  (Dec),0.30%,,0.00%
2010-01-01,Friday,17:00,CHF,Low,PPI (YoY)  (Dec),-2.50%,,-3.30%
2010-01-01,Friday,17:00,CHF,Low,Unemployment Rate n.s.a.  (Dec),4.40%,,4.20%
2010-01-01,Friday,17:00,CHF,Medium,KOF Leading Indicators  (Dec),113.70,,114.40
2010-01-01,Friday,17:00,EUR,Low,Italian Business Confidence  (Dec),93.00,,91.40
2010-01-01,Friday,17:00,EUR,Low,Italian CPI (YoY)  (Dec),1.00%,,0.60%
2010-01-01,Friday,17:00,EUR,Low,Italian Consumer Confidence  (Dec),105.90,,104.70
2010-01-01,Friday,17:00,EUR,Low,Italian HICP (MoM)  (Dec),0.20%,,0.10%
2010-01-01,Friday,17:00,EUR,Low,Italian HICP (YoY)  (Dec),1.10%,,0.80%
2010-01-01,Friday,17:00,EUR,Low,Italian Industrial New Orders (MoM)  (Dec),1.32%,,-0.11%
2010-01-01,Friday,17:00,EUR,Low,Italian Industrial New Orders (YoY)  (Dec),9.18%,,0.67%
2010-01-01,Friday,17:00,EUR,Low,Italian Industrial Production (YoY)  (Dec),-6.40%,,-9.40%
2010-01-01,Friday,17:00,EUR,Low,Italian Industrial Sales (MoM)  (Dec),2.28%,,1.65%
2010-01-01,Friday,17:00,EUR,Low,Italian Industrial Sales (YoY)  (Dec),0.93%,,-5.34%
2010-01-01,Friday,17:00,EUR,Low,Italian PPI (MoM)  (Dec),0.00%,,0.30%
2010-01-01,Friday,17:00,EUR,Low,Italian PPI (YoY)  (Dec),-1.40%,,-3.10%
2010-01-01,Friday,17:00,EUR,Low,Italian Retail Sales (YoY)  (Dec),0.42%,,-1.52%
2010-01-01,Friday,17:00,EUR,Low,Italian Trade Balance EU  (Dec),-1.47B,,-0.85B
2010-01-01,Friday,17:00,EUR,Low,Italian Trade Balance Non-EU  (Dec),1.33B,,-0.15B
2010-01-01,Friday,17:00,EUR,Low,Italian Wage Inflation (MoM)  (Dec),0.00%,,0.00%
