Date,Day,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
2016-01-01,Friday,All Day,,Holiday,Argentina - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Australia - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Austria - New Year,,,
2016-01-01,Friday,All Day,,Holiday,Austria - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Bahrain - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Belgium - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Botswana - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Brazil - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Bulgaria - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Canada - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Chile - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,China - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Colombia - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Costa Rica - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Croatia - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Cyprus - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Czech Republic - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Denmark - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Egypt - Bank Holiday,,,
2016-01-01,Friday,All Day,,Holiday,Estonia - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Finland - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,France - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Germany - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Greece - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Hong Kong - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Hungary - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Iceland - New Year,,,
2016-01-01,Friday,All Day,,Holiday,Indonesia - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Ireland - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Italy - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Japan - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Jordan - New Year,,,
2016-01-01,Friday,All Day,,Holiday,Latvia - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Lebanon - New Year,,,
2016-01-01,Friday,All Day,,Holiday,Lithuania - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Luxembourg - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Malawi - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Malaysia - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Malta - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Mauritius - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Mexico - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Morocco - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Namibia - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Netherlands - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,New Zealand - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Norway - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Palestinian Territory - New Year,,,
2016-01-01,Friday,All Day,,Holiday,Peru - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Philippines - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Poland - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Portugal - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Romania - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Russia - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Rwanda - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Singapore - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Slovakia - Republic Day,,,
2016-01-01,Friday,All Day,,Holiday,Slovenia - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,South Africa - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,South Korea - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Spain - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Sri Lanka - Bank Holiday,,,
2016-01-01,Friday,All Day,,Holiday,Sweden - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Switzerland - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Taiwan - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Tanzania - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Thailand - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Tunisia - New Year,,,
2016-01-01,Friday,All Day,,Holiday,Türkiye - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Uganda - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Ukraine - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,United Arab Emirates - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,United Kingdom - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,United States - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Venezuela - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Vietnam - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Zambia - New Year's Day,,,
2016-01-01,Friday,All Day,,Holiday,Zimbabwe - New Year's Day,,,
2016-01-01,Friday,02:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,536,,538
2016-01-01,Friday,08:00,KRW,Low,Exports (YoY)  (Dec),-13.8%,-10.9%,-4.8%
2016-01-01,Friday,08:00,KRW,Low,Imports (YoY)  (Dec),-19.2%,-18.6%,-17.6%
2016-01-01,Friday,08:00,KRW,Low,Trade Balance  (Dec),7.20B,8.82B,10.30B
2016-01-01,Friday,09:00,CNY,High,Manufacturing PMI  (Dec),49.7,49.7,49.6
2016-01-01,Friday,09:00,CNY,Medium,Non-Manufacturing PMI  (Dec),54.4,,53.6
2016-01-01,Friday,14:00,PEN,Low,CPI (MoM)  (Dec),0.45%,0.26%,0.34%
2016-01-01,Friday,17:00,TRY,Low,Exports  (Dec),,,11.44B
2016-01-02,Saturday,All Day,,Holiday,Rwanda -  Day After New Year's,,,
2016-01-02,Saturday,05:00,ARS,Low,Tax Revenue  (Dec),,,129.49B
2016-01-03,Sunday,All Day,,Holiday,Kuwait - New-Year Holidays,,,
2016-01-04,Monday,All Day,,Holiday,New Zealand - New Year (Observed),,,
2016-01-04,Monday,All Day,,Holiday,Ukraine - Exchange Holiday,,,
2016-01-04,Monday,02:15,USD,Medium,FOMC Member Stanley Fischer Speaks,,,
2016-01-04,Monday,06:30,AUD,Low,AIG Manufacturing Index  (Dec),51.9,,52.5
2016-01-04,Monday,06:30,USD,Medium,FOMC Member Mester Speaks,,,
2016-01-04,Monday,08:00,SGD,Low,GDP (QoQ)  (Q4),5.7%,1.7%,1.7%
2016-01-04,Monday,08:00,SGD,Low,GDP (YoY)  (Q4),2.0%,1.3%,1.8%
2016-01-04,Monday,08:30,SGD,Low,URA Property Index (QoQ)  (Q4),-0.50%,,-1.30%
2016-01-04,Monday,09:40,KRW,Low,S&P Global South Korea Manufacturing PMI  (Dec),50.7,,49.1
2016-01-04,Monday,11:30,THB,Low,CPI (YoY)  (Dec),-0.85%,-0.81%,-0.97%
2016-01-04,Monday,11:30,THB,Low,Core CPI (YoY)  (Dec),0.68%,0.75%,0.88%
2016-01-04,Monday,12:00,IDR,Low,Core Inflation (YoY)  (Dec),3.95%,4.17%,4.77%
2016-01-04,Monday,12:00,IDR,Low,Foreign Tourism  (Nov),1.70%,,2.11%
2016-01-04,Monday,12:00,IDR,Low,Inflation (MoM)  (Dec),0.96%,0.61%,0.21%
2016-01-04,Monday,12:00,IDR,Low,Inflation (YoY)  (Dec),3.35%,3.00%,4.89%
2016-01-04,Monday,13:30,AUD,Low,Commodity Prices (YoY),-23.3%,,-21.8%
2016-01-04,Monday,14:00,EUR,Low,Estonian Retail Sales (MoM)  (Nov),-6.00%,,6.00%
2016-01-04,Monday,14:00,EUR,Low,Estonian Retail Sales (YoY)  (Nov),6.00%,,8.00%
2016-01-04,Monday,15:30,SEK,Low,Manufacturing PMI  (Dec),56.0,55.2,54.9
2016-01-04,Monday,16:00,EUR,Low,Austrian Unemployment Change  (Dec),417.5K,,359.3K
2016-01-04,Monday,16:00,EUR,Low,Austrian Unemployment Rate  (Dec),10.6%,,9.2%
2016-01-04,Monday,16:00,TRY,Medium,CPI (MoM)  (Dec),0.21%,0.10%,0.67%
2016-01-04,Monday,16:00,TRY,Medium,CPI (YoY)  (Dec),8.81%,8.50%,8.10%
2016-01-04,Monday,16:00,HUF,Low,Manufacturing PMI  (Dec),49.1,,55.8
2016-01-04,Monday,16:00,TRY,Low,PPI (MoM)  (Dec),-0.33%,-0.05%,-1.42%
2016-01-04,Monday,16:00,TRY,Low,PPI (YoY)  (Dec),5.71%,6.03%,5.25%
2016-01-04,Monday,16:30,HKD,Low,Retail Sales (YoY)  (Nov),-7.8%,-6.4%,-3.0%
2016-01-04,Monday,16:30,CHF,Medium,Manufacturing PMI  (Dec),52.1,50.2,48.7
2016-01-04,Monday,17:30,GBP,Low,BoE Consumer Credit  (Nov),1.476B,1.300B,1.207B
2016-01-04,Monday,17:30,GBP,Low,M4 Money Supply (MoM)  (Nov),0.4%,0.5%,0.6%
2016-01-04,Monday,17:30,GBP,Low,Mortgage Approvals  (Nov),70.41K,69.65K,69.87K
2016-01-04,Monday,17:30,GBP,Low,Mortgage Lending  (Nov),3.90B,3.70B,3.60B
2016-01-04,Monday,17:30,GBP,Low,Net Lending to Individuals,5.3B,4.9B,4.8B
2016-01-04,Monday,18:45,EUR,Low,Dutch 3-Month T-bill Auction,-0.480%,,-0.370%
2016-01-04,Monday,18:45,EUR,Low,Dutch 6-Month T-bill Auction,-0.463%,,-0.330%
2016-01-04,Monday,19:00,EUR,Low,Latvian Industrial Production (MoM)  (Nov),0.2%,,-0.4%
2016-01-04,Monday,19:00,EUR,Low,Latvian Industrial Production (YoY)  (Nov),4.3%,,1.7%
2016-01-04,Monday,21:00,EUR,High,German CPI (MoM)  (Dec),-0.1%,0.2%,0.1%
2016-01-04,Monday,21:00,EUR,Medium,German CPI (YoY)  (Dec),0.3%,0.6%,0.4%
2016-01-04,Monday,21:00,EUR,Low,German HICP (MoM)  (Dec),0.0%,0.2%,0.1%
2016-01-04,Monday,21:00,EUR,Low,German HICP (YoY)  (Dec),0.2%,0.4%,0.3%
2016-01-04,Monday,21:00,SGD,Low,S&P Global Manufacturing PMI  (Dec),49.5,,49.2
2016-01-04,Monday,22:00,EUR,Low,French 12-Month BTF Auction,-0.385%,,-0.314%
2016-01-04,Monday,22:00,EUR,Low,French 3-Month BTF Auction,-0.437%,,-0.328%
2016-01-04,Monday,22:00,EUR,Low,French 6-Month BTF Auction,-0.397%,,-0.317%
2016-01-04,Monday,23:00,USD,Medium,Construction Spending (MoM)  (Nov),-0.4%,0.6%,0.3%
2016-01-04,Monday,23:00,USD,Medium,ISM Manufacturing Employment  (Dec),48.1,49.7,51.3
2016-01-04,Monday,23:00,USD,Low,ISM Manufacturing New Orders Index  (Dec),49.2,,48.9
2016-01-04,Monday,23:00,USD,High,ISM Manufacturing PMI  (Dec),48.2,49.0,48.6
2016-01-04,Monday,23:00,USD,High,ISM Manufacturing Prices  (Dec),33.5,35.0,35.5
2016-01-05,Tuesday,00:30,USD,Low,3-Month Bill Auction,0.215%,,0.260%
2016-01-05,Tuesday,00:30,USD,Low,6-Month Bill Auction,0.500%,,0.550%
2016-01-05,Tuesday,01:00,BRL,Low,Trade Balance  (Dec),6.24B,5.60B,1.20B
2016-01-05,Tuesday,02:00,ARS,Low,Tax Revenue  (Dec),145.00B,,129.49B
