Date,Day,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
2011-01-01,Saturday,All Day,,Holiday,Austria - New Year's Day,,,
2011-01-01,Saturday,All Day,,Holiday,Lebanon - New Year's Day,,,
2011-01-01,Saturday,04:30,AUD,Medium,CFTC AUD speculative net positions,64.3K,,60.6K
2011-01-01,Saturday,04:30,CAD,Low,CFTC CAD speculative net positions,34.8K,,24.9K
2011-01-01,Saturday,04:30,CHF,Low,CFTC CHF speculative net positions,14.0K,,12.5K
2011-01-01,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,162.6k,,160.4k
2011-01-01,Saturday,04:30,EUR,Medium,CFTC EUR speculative net positions,-26.5K,,-14.1K
2011-01-01,Saturday,04:30,GBP,Medium,CFTC GBP speculative net positions,-13.1K,,-7.4K
2011-01-01,Saturday,04:30,USD,Medium,CFTC Gold speculative net positions,215.8K,,206.4K
2011-01-01,Saturday,04:30,JPY,Medium,CFTC JPY speculative net positions,29.6K,,12.5K
2011-01-01,Saturday,04:30,MXN,Low,CFTC MXN speculative net positions,82.2K,,78.0K
2011-01-01,Saturday,04:30,NZD,Low,CFTC NZD speculative net positions,8.1K,,7.4K
2011-01-01,Saturday,04:30,RUB,Medium,CFTC RUB speculative positions,6.0K,,7.5K
2011-01-01,Saturday,04:30,USD,Low,CFTC Silver speculative net positions,32.1K,,30.3K
2011-01-01,Saturday,09:05,KRW,Low,Trade Balance,3.74B,3.00B,3.61B
2011-01-01,Saturday,17:00,USD,High,10-Year Note Auction  (Dec),3.38%,,2.63%
2011-01-01,Saturday,17:00,MXN,Low,1st Half-Month CPI  (Dec),0.19%,,0.68%
2011-01-01,Saturday,17:00,MXN,Low,1st Half-Month Core CPI  (Dec),0.30%,,0.16%
2011-01-01,Saturday,17:00,USD,Low,3-Month Bill Auction  (Dec),0.18%,,0.18%
2011-01-01,Saturday,17:00,USD,Medium,3-Year Note Auction  (Dec),0.73%,,0.50%
2011-01-01,Saturday,17:00,USD,High,30-Year Bond Auction  (Dec),4.25%,,4.25%
2011-01-01,Saturday,17:00,USD,Medium,5-Year Note Auction  (Dec),2.13%,,1.38%
2011-01-01,Saturday,17:00,USD,Medium,7-Year Note Auction  (Dec),2.75%,,2.25%
2011-01-01,Saturday,17:00,USD,Low,All Car Sales  (Dec),5.93M,,5.66M
