EventId,Cur,Event,Period,Date,Time,ActualRaw,ActualEffective,ActualRevisedFrom,Forecast,PreviousRaw,Previous,PreviousRevisedFrom
NA::Argentina - New Year's Day::none,,Argentina - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Australia - New Year's Day::none,,Australia - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Austria - New Year's Day::none,,Austria - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Belgium - New Year's Day::none,,Belgium - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Bosnia-Herzegovina - New Year::none,,Bosnia-Herzegovina - New Year,,2018-01-01,All Day,,,,,,,
NA::Botswana - Public Holiday::none,,Botswana - Public Holiday,,2018-01-01,All Day,,,,,,,
NA::Brazil - New Year's Day::none,,Brazil - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Bulgaria - New Year's Day::none,,Bulgaria - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Canada - New Year's Day::none,,Canada - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Chile - New Year's Day::none,,Chile - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::China - New Year's Day::none,,China - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Colombia - New Year's Day::none,,Colombia - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Costa Rica - New Year's Day::none,,Costa Rica - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Cote D'Ivoire - New Year's Day::none,,Cote D'Ivoire - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Croatia - New Year's Day::none,,Croatia - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Cyprus - New Year::none,,Cyprus - New Year,,2018-01-01,All Day,,,,,,,
NA::Czech Republic - New Year::none,,Czech Republic - New Year,,2018-01-01,All Day,,,,,,,
NA::Denmark - New Year's Day::none,,Denmark - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Egypt - New Year::none,,Egypt - New Year,,2018-01-01,All Day,,,,,,,
NA::Estonia - New Year's Day::none,,Estonia - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Finland - New Year's Day::none,,Finland - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::France - New Year's Day::none,,France - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Germany - New Year::none,,Germany - New Year,,2018-01-01,All Day,,,,,,,
NA::Greece - New Year's Day::none,,Greece - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Hong Kong - The first day of January::none,,Hong Kong - The first day of January,,2018-01-01,All Day,,,,,,,
NA::Hungary - New Year::none,,Hungary - New Year,,2018-01-01,All Day,,,,,,,
NA::Iceland - New Year::none,,Iceland - New Year,,2018-01-01,All Day,,,,,,,
NA::Indonesia - New Year::none,,Indonesia - New Year,,2018-01-01,All Day,,,,,,,
NA::Iraq - New Year::none,,Iraq - New Year,,2018-01-01,All Day,,,,,,,
NA::Ireland - New Year's Eve::none,,Ireland - New Year's Eve,,2018-01-01,All Day,,,,,,,
NA::Italy - New Year's Day::none,,Italy - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Jamaica - New Year's Day::none,,Jamaica - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Japan - New Year's Day::none,,Japan - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Jordan - New Year::none,,Jordan - New Year,,2018-01-01,All Day,,,,,,,
NA::Kazakhstan - New-Year Holidays::none,,Kazakhstan - New-Year Holidays,,2018-01-01,All Day,,,,,,,
NA::Kenya - New Year's Day::none,,Kenya - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Kuwait - New Year's Day::none,,Kuwait - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Latvia - New Year's Day::none,,Latvia - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Lebanon - New Year::none,,Lebanon - New Year,,2018-01-01,All Day,,,,,,,
NA::Lithuania - New Year::none,,Lithuania - New Year,,2018-01-01,All Day,,,,,,,
NA::Luxembourg - New Year's Day::none,,Luxembourg - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Malawi - New Year's Day::none,,Malawi - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Malaysia - New Year's Day::none,,Malaysia - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Malta - New Year's Day::none,,Malta - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Mauritius - New Year::none,,Mauritius - New Year,,2018-01-01,All Day,,,,,,,
NA::Mexico - New Year's Day::none,,Mexico - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Mongolia - New Year::none,,Mongolia - New Year,,2018-01-01,All Day,,,,,,,
NA::Montenegro - New Year::none,,Montenegro - New Year,,2018-01-01,All Day,,,,,,,
NA::Morocco - New Year::none,,Morocco - New Year,,2018-01-01,All Day,,,,,,,
NA::Namibia - New Year::none,,Namibia - New Year,,2018-01-01,All Day,,,,,,,
NA::Netherlands - New Year's Day::none,,Netherlands - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::New Zealand - New Year's Day::none,,New Zealand - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Nigeria - New Year's Day::none,,Nigeria - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Norway - New Year::none,,Norway - New Year,,2018-01-01,All Day,,,,,,,
NA::Palestinian Territory - New Year::none,,Palestinian Territory - New Year,,2018-01-01,All Day,,,,,,,
NA::Peru - New Year::none,,Peru - New Year,,2018-01-01,All Day,,,,,,,
NA::Philippines - New Year's Day::none,,Philippines - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Poland - New Year's Day::none,,Poland - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Portugal - New Year::none,,Portugal - New Year,,2018-01-01,All Day,,,,,,,
NA::Qatar - New Year::none,,Qatar - New Year,,2018-01-01,All Day,,,,,,,
NA::Romania - New Year::none,,Romania - New Year,,2018-01-01,All Day,,,,,,,
NA::Russia - New-Year Holidays::none,,Russia - New-Year Holidays,,2018-01-01,All Day,,,,,,,
NA::Rwanda - New Year's Day::none,,Rwanda - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Serbia - New Year::none,,Serbia - New Year,,2018-01-01,All Day,,,,,,,
NA::Singapore - New Year's Day::none,,Singapore - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Slovakia - Public Holiday::none,,Slovakia - Public Holiday,,2018-01-01,All Day,,,,,,,
NA::Slovenia - New-Year Holidays::none,,Slovenia - New-Year Holidays,,2018-01-01,All Day,,,,,,,
NA::South Africa - New Year::none,,South Africa - New Year,,2018-01-01,All Day,,,,,,,
NA::South Korea - New Year's Day::none,,South Korea - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Spain - New Year's Day::none,,Spain - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Sri Lanka - Duruthu Full Moon Poya Day::none,,Sri Lanka - Duruthu Full Moon Poya Day,,2018-01-01,All Day,,,,,,,
NA::Sweden - New Year's Day::none,,Sweden - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Switzerland - New Year's Day::none,,Switzerland - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Taiwan - New Year::none,,Taiwan - New Year,,2018-01-01,All Day,,,,,,,
NA::Tanzania - New Year's Day::none,,Tanzania - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Thailand - New Year's Day::none,,Thailand - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Tunisia - New Year::none,,Tunisia - New Year,,2018-01-01,All Day,,,,,,,
NA::Türkiye - New Year's Day::none,,Türkiye - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Uganda - New Year's Day::none,,Uganda - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Ukraine - New-Year Holidays::none,,Ukraine - New-Year Holidays,,2018-01-01,All Day,,,,,,,
NA::United Arab Emirates - New Year's Day::none,,United Arab Emirates - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::United Kingdom - New Year's Day::none,,United Kingdom - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::United States - New Year's Day::none,,United States - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Venezuela - New Year's Day::none,,Venezuela - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Vietnam - New Year's Day::none,,Vietnam - New Year's Day,,2018-01-01,All Day,,,,,,,
NA::Zambia - New-Year Holidays::none,,Zambia - New-Year Holidays,,2018-01-01,All Day,,,,,,,
NA::Zimbabwe - New Year's Day::none,,Zimbabwe - New Year's Day,,2018-01-01,All Day,,,,,,,
KRW::Exports::y/y,KRW,Exports (YoY)  (Dec),dec,2018-01-01,08:00,8.9%,8.9%,,10.3%,9.5%,9.5%,
