EventId,Cur,Event,Period,Date,Time,ActualRaw,ActualEffective,ActualRevisedFrom,Forecast,PreviousRaw,Previous,PreviousRevisedFrom
NA::Argentina - New Year's Day::none,,Argentina - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Australia - New Year's Day::none,,Australia - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Austria - New Hijri Year::none,,Austria - New Hijri Year,,2014-01-01,All Day,,,,,,,
NA::Bahrain - New Year's Day::none,,Bahrain - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Belgium - New Year's Day::none,,Belgium - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Brazil - New Year's Day::none,,Brazil - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Canada - New Year's Day::none,,Canada - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Chile - New Year's Day::none,,Chile - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::China - New Year's Day::none,,China - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Colombia - New Year's Day::none,,Colombia - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Croatia - New Year's Day::none,,Croatia - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Cyprus - First of January::none,,Cyprus - First of January,,2014-01-01,All Day,,,,,,,
NA::Denmark - New Year's Day::none,,Denmark - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Egypt - Bank Holiday::none,,Egypt - Bank Holiday,,2014-01-01,All Day,,,,,,,
NA::Estonia - New Year's Day::none,,Estonia - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Finland - New Year's Day::none,,Finland - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::France - New Year's Day::none,,France - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Germany - New Year's Day::none,,Germany - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Greece - New Year's Day::none,,Greece - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Hong Kong - The first day of January::none,,Hong Kong - The first day of January,,2014-01-01,All Day,,,,,,,
NA::Hungary - New Year's Day::none,,Hungary - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Iceland - New Year's Day::none,,Iceland - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Indonesia - New Year's Day::none,,Indonesia - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Ireland - New Year's Day::none,,Ireland - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Italy - New Year's Day::none,,Italy - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Japan - New-Year Holidays::none,,Japan - New-Year Holidays,,2014-01-01,All Day,,,,,,,
NA::Jordan - New Year's Day::none,,Jordan - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Kenya - New Year's Day::none,,Kenya - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Latvia - New Year's Day::none,,Latvia - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Lebanon - New Year's Day::none,,Lebanon - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Lithuania - New Year's Day::none,,Lithuania - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Luxembourg - New Year's Day::none,,Luxembourg - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Malaysia - New Year's Day::none,,Malaysia - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Mexico - New Year's Day::none,,Mexico - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Morocco - New Year's Day::none,,Morocco - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Netherlands - New Year's Day::none,,Netherlands - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Norway - New Year's Day::none,,Norway - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Peru - New Year's Day::none,,Peru - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Philippines - New Year's Day::none,,Philippines - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Poland - New Year's Day::none,,Poland - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Portugal - New Year's Day::none,,Portugal - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Qatar - New Year's Day::none,,Qatar - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Romania - New Year's Day::none,,Romania - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Russia - New-Year Holidays::none,,Russia - New-Year Holidays,,2014-01-01,All Day,,,,,,,
NA::Slovenia - New Year's Day::none,,Slovenia - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::South Korea - New Year's Day::none,,South Korea - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Spain - New Year's Day::none,,Spain - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Sweden - New Year's Day::none,,Sweden - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Switzerland - New Year's Day::none,,Switzerland - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Taiwan - New Year's Day::none,,Taiwan - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Thailand - New Year's Day::none,,Thailand - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Tunisia - New Year's Day::none,,Tunisia - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Türkiye - New Year's Day::none,,Türkiye - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::United Arab Emirates - New Year's Day::none,,United Arab Emirates - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::United Kingdom - New Year's Day::none,,United Kingdom - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::United States - New Year's Day::none,,United States - New Year's Day,,2014-01-01,All Day,,,,,,,
NA::Venezuela - New Year's Day::none,,Venezuela - New Year's Day,,2014-01-01,All Day,,,,,,,
USD::API Weekly Crude Oil Stock::none,USD,API Weekly Crude Oil Stock,,2014-01-01,05:30,-5.67M,-5.67M,,-3.00M,0.50M,0.50M,
NZD::Terms of Trade - Exports Volume::q/q,NZD,Terms of Trade - Exports Volume (QoQ),,2014-01-01,06:45,10.05%,10.05%,,,-0.91%,-0.91%,
KRW::Trade Balance::none,KRW,Trade Balance,,2014-01-01,08:00,3.70B,3.70B,,3.76B,4.80B,4.80B,
CNY::Manufacturing PMI::none,CNY,Manufacturing PMI,,2014-01-01,09:00,51.0,51.0,,51.2,51.4,51.4,
PEN::CPI::m/m,PEN,CPI (MoM),,2014-01-01,14:00,0.17%,0.17%,,0.20%,-0.22%,-0.22%,
MXN::1st Half-Month CPI::none,MXN,1st Half-Month CPI  (Dec),dec,2014-01-01,17:00,0.40%,0.40%,,,0.85%,0.85%,
MXN::1st Half-Month Core CPI::none,MXN,1st Half-Month Core CPI  (Dec),dec,2014-01-01,17:00,0.30%,0.30%,,,0.11%,0.11%,
AUD::ANZ Internet Job Ads::m/m,AUD,ANZ Internet Job Ads (MoM)  (Dec),dec,2014-01-01,17:00,-0.60%,-0.60%,,,-0.40%,-0.40%,
AUD::ANZ Newspaper Job Ads::m/m,AUD,ANZ Newspaper Job Ads (MoM)  (Dec),dec,2014-01-01,17:00,-1.60%,-1.60%,,,-1.70%,-1.70%,
USD::All Truck Sales::none,USD,All Truck Sales  (Dec),dec,2014-01-01,17:00,7.92M,7.92M,,,8.35M,8.35M,
BRL::Auto Production::m/m,BRL,Auto Production (MoM)  (Dec),dec,2014-01-01,17:00,-21.17%,-21.17%,,,-9.15%,-9.15%,
EUR::Belgium CPI::y/y,EUR,Belgium CPI (YoY)  (Dec),dec,2014-01-01,17:00,0.97%,0.97%,,,0.81%,0.81%,
ARS::Budget Balance::none,ARS,Budget Balance  (Dec),dec,2014-01-01,17:00,"-19,897.70M","-19,897.70M",,,"-6,678.70M","-6,678.70M",
BRL::Budget Balance::none,BRL,Budget Balance  (Dec),dec,2014-01-01,17:00,-13.61B,-13.61B,,,-0.18B,-0.18B,
PHP::Budget Balance::none,PHP,Budget Balance  (Dec),dec,2014-01-01,17:00,-52.60B,-52.60B,,,1.00B,1.00B,
CAD::Budget Balance::y/y,CAD,Budget Balance (YoY)  (Dec),dec,2014-01-01,17:00,-12.18B,-13.85B,-12.18B,,-13.38B,-13.38B,
BRL::Budget Surplus::none,BRL,Budget Surplus  (Dec),dec,2014-01-01,17:00,10.41B,10.41B,,,29.75B,29.75B,
BRL::CAGED Net Payroll Jobs::none,BRL,CAGED Net Payroll Jobs  (Dec),dec,2014-01-01,17:00,-449.00K,-449.00K,,,47.00K,47.00K,
BRL::CPI::m/m,BRL,CPI (MoM)  (Dec),dec,2014-01-01,17:00,0.92%,0.92%,,,0.54%,0.54%,
MXN::CPI::m/m,MXN,CPI (MoM)  (Dec),dec,2014-01-01,17:00,0.57%,0.57%,,,0.93%,0.93%,
SEK::CPI::m/m,SEK,CPI (MoM)  (Dec),dec,2014-01-01,17:00,0.30%,0.30%,,,-0.10%,-0.10%,
TWD::CPI::m/m,TWD,CPI (MoM)  (Dec),dec,2014-01-01,17:00,0.19%,0.19%,,,0.22%,0.22%,
MYR::CPI::y/y,MYR,CPI (YoY)  (Dec),dec,2014-01-01,17:00,3.20%,3.20%,,,2.90%,2.90%,
NGN::CPI::y/y,NGN,CPI (YoY)  (Dec),dec,2014-01-01,17:00,7.94%,7.94%,,,7.93%,7.93%,
PHP::CPI::y/y,PHP,CPI (YoY)  (Dec),dec,2014-01-01,17:00,4.10%,4.10%,,,3.30%,3.30%,
SGD::CPI::y/y,SGD,CPI (YoY)  (Dec),dec,2014-01-01,17:00,1.50%,1.50%,,,2.57%,2.57%,
"USD::CPI Index, n.s.a.::none",USD,"CPI Index, n.s.a.  (Dec)",dec,2014-01-01,17:00,233.05,233.05,,,233.07,233.07,
SEK::CPIF (CPI at constant interest rates)::m/m,SEK,CPIF (CPI at constant interest rates) (MoM)  (Dec),dec,2014-01-01,17:00,0.30%,0.30%,,,0.00%,0.00%,
SEK::CPIF (CPI at constant interest rates)::y/y,SEK,CPIF (CPI at constant interest rates) (YoY)  (Dec),dec,2014-01-01,17:00,0.80%,0.80%,,,0.70%,0.70%,
IDR::Car Sales::y/y,IDR,Car Sales (YoY)  (Dec),dec,2014-01-01,17:00,9.20%,7.10%,9.20%,,7.80%,7.80%,
INR::Cash Reserve Ratio::none,INR,Cash Reserve Ratio  (Dec),dec,2014-01-01,17:00,4.00%,4.00%,,,4.00%,4.00%,
JPY::Coincident Indicator::m/m,JPY,Coincident Indicator (MoM)  (Dec),dec,2014-01-01,17:00,0.60%,0.60%,,,0.30%,0.30%,
IDR::Consumer Confidence::none,IDR,Consumer Confidence  (Dec),dec,2014-01-01,17:00,116.50,116.70,116.50,,114.30,114.30,
MXN::Consumer Confidence::none,MXN,Consumer Confidence  (Dec),dec,2014-01-01,17:00,89.10,89.10,,,90.30,90.30,
SEK::Consumer Confidence::none,SEK,Consumer Confidence  (Dec),dec,2014-01-01,17:00,104.60,104.60,,,104.00,104.00,
CLP::Copper Exports (USD)::none,CLP,Copper Exports (USD)  (Dec),dec,2014-01-01,17:00,"3,391.00M","3,391.00M",,,"3,292.00M","3,292.00M",
CLP::Core CPI::m/m,CLP,Core CPI (MoM)  (Dec),dec,2014-01-01,17:00,0.30%,0.30%,,,0.10%,0.10%,
MXN::Core CPI::m/m,MXN,Core CPI (MoM)  (Dec),dec,2014-01-01,17:00,0.33%,0.33%,,,0.14%,0.14%,
PHP::Core CPI::y/y,PHP,Core CPI (YoY)  (Dec),dec,2014-01-01,17:00,3.19%,3.19%,,,2.80%,2.80%,
THB::Core CPI::y/y,THB,Core CPI (YoY)  (Dec),dec,2014-01-01,17:00,0.91%,0.91%,,,0.85%,0.85%,
USD::Core CPI Index::none,USD,Core CPI Index  (Dec),dec,2014-01-01,17:00,235.64,235.64,,,235.29,235.29,
IDR::Core Inflation::y/y,IDR,Core Inflation (YoY)  (Dec),dec,2014-01-01,17:00,4.32%,4.53%,4.32%,,4.28%,4.28%,
USD::Core PCE Price Index::y/y,USD,Core PCE Price Index (YoY)  (Dec),dec,2014-01-01,17:00,1.30%,1.30%,,,1.30%,1.30%,
INR::Cumulative Industrial Production::none,INR,Cumulative Industrial Production  (Dec),dec,2014-01-01,17:00,-0.10%,-0.10%,,,-0.20%,-0.20%,
THB::Currency Swaps (USD)::none,THB,Currency Swaps (USD)  (Dec),dec,2014-01-01,17:00,22.60B,22.60B,,,23.90B,23.90B,
THB::Current account::none,THB,Current account  (Dec),dec,2014-01-01,17:00,2.17B,2.17B,,,2.05B,2.05B,
THB::Custom-Based Export Data::none,THB,Custom-Based Export Data  (Dec),dec,2014-01-01,17:00,1.87%,1.87%,,,-4.09%,-4.09%,
THB::Custom-Based Import Data::none,THB,Custom-Based Import Data  (Dec),dec,2014-01-01,17:00,-9.30%,-9.30%,,,-4.66%,-4.66%,
THB::Custom-Based Trade Data (USD)::none,THB,Custom-Based Trade Data (USD)  (Dec),dec,2014-01-01,17:00,-0.41B,-0.41B,,,-0.56B,-0.56B,
USD::Dallas Fed PCE::none,USD,Dallas Fed PCE  (Dec),dec,2014-01-01,17:00,1.20%,1.20%,,,1.50%,1.50%,
USD::Dallas Fed Services Revenues::none,USD,Dallas Fed Services Revenues  (Dec),dec,2014-01-01,17:00,16.50,16.50,,,11.80,11.80,
IDR::Deposit Facility Rate::none,IDR,Deposit Facility Rate  (Dec),dec,2014-01-01,17:00,5.75%,5.75%,,,5.75%,5.75%,
INR::Deposit Growth::none,INR,Deposit Growth  (Dec),dec,2014-01-01,17:00,16.00%,16.00%,,,15.21%,15.21%,
USD::Domestic Truck Sales::none,USD,Domestic Truck Sales  (Dec),dec,2014-01-01,17:00,6.63M,6.63M,,,7.02M,7.02M,
USD::Durables Excluding Defense::m/m,USD,Durables Excluding Defense (MoM)  (Dec),dec,2014-01-01,17:00,-3.70%,-3.30%,-3.70%,,5.90%,5.90%,3.50%
MXN::Economic Activity::m/m,MXN,Economic Activity (MoM)  (Dec),dec,2014-01-01,17:00,0.06%,0.06%,,,0.50%,0.50%,
IDR::Export Growth::y/y,IDR,Export Growth (YoY)  (Dec),dec,2014-01-01,17:00,10.22%,-5.87%,10.22%,,-2.32%,-2.32%,
TWD::Export Orders::y/y,TWD,Export Orders (YoY)  (Dec),dec,2014-01-01,17:00,7.42%,7.42%,,,0.78%,0.78%,
USD::Export Price Index::m/m,USD,Export Price Index (MoM)  (Dec),dec,2014-01-01,17:00,0.40%,0.40%,,,0.20%,0.20%,
KRW::Export Price Index::y/y,KRW,Export Price Index (YoY)  (Dec),dec,2014-01-01,17:00,-2.10%,-2.10%,,,-2.50%,-2.50%,
HKD::Exports::m/m,HKD,Exports (MoM)  (Dec),dec,2014-01-01,17:00,0.00%,0.00%,,,5.70%,5.70%,
CLP::Exports (USD)::none,CLP,Exports (USD)  (Dec),dec,2014-01-01,17:00,"6,252.60M","6,252.60M",,,"6,038.60M","6,038.60M",
KRW::Exports::y/y,KRW,Exports (YoY)  (Dec),dec,2014-01-01,17:00,6.90%,6.90%,,,0.20%,0.20%,
MYR::Exports::y/y,MYR,Exports (YoY)  (Dec),dec,2014-01-01,17:00,14.70%,14.70%,,,7.00%,7.00%,
PHP::Exports::y/y,PHP,Exports (YoY)  (Dec),dec,2014-01-01,17:00,24.91%,24.91%,,,19.77%,19.77%,
THB::Exports::y/y,THB,Exports (YoY)  (Dec),dec,2014-01-01,17:00,1.83%,1.83%,,,-3.92%,-3.92%,
TWD::Exports::y/y,TWD,Exports (YoY)  (Dec),dec,2014-01-01,17:00,1.18%,1.18%,,,3.43%,3.43%,
NZD::External Migration & Visitors::none,NZD,External Migration & Visitors  (Dec),dec,2014-01-01,17:00,4.93%,4.93%,,,8.16%,8.16%,
IDR::FX Reserves (USD)::none,IDR,FX Reserves (USD)  (Dec),dec,2014-01-01,17:00,99.39B,100.65B,99.39B,,96.96B,96.96B,
MYR::FX Reserves USD::none,MYR,FX Reserves USD  (Dec),dec,2014-01-01,17:00,134.90B,134.90B,,,136.30B,136.30B,
PHP::FX Reserves USD::none,PHP,FX Reserves USD  (Dec),dec,2014-01-01,17:00,83.19B,83.19B,,,83.57B,83.57B,
TWD::FX Reserves USD::none,TWD,FX Reserves USD  (Dec),dec,2014-01-01,17:00,416.81B,416.94B,416.81B,,415.56B,415.56B,
INR::Federal Fiscal Deficit::none,INR,Federal Fiscal Deficit  (Dec),dec,2014-01-01,17:00,"5,163.90B","5,163.90B",,,"5,095.57B","5,095.57B",
BRL::Federal Tax Revenue::none,BRL,Federal Tax Revenue  (Dec),dec,2014-01-01,17:00,118.00B,118.00B,,,113.00B,113.00B,
MXN::Fiscal Balance::none,MXN,Fiscal Balance  (Dec),dec,2014-01-01,17:00,-111.34B,-111.34B,,,-44.82B,-44.82B,
NGN::Food Inflation::y/y,NGN,Food Inflation (YoY)  (Dec),dec,2014-01-01,17:00,9.28%,9.28%,,,9.37%,9.37%,
JPY::Foreign Investments in Japanese Stocks::none,JPY,Foreign Investments in Japanese Stocks  (Dec),dec,2014-01-01,17:00,"10,428.40B","10,428.40B",,,"13,483.90B","13,483.90B",
HKD::Foreign Reserves (USD)::none,HKD,Foreign Reserves (USD)  (Dec),dec,2014-01-01,17:00,311.18B,311.18B,,,308.66B,308.66B,
THB::Foreign Reserves (USD)::none,THB,Foreign Reserves (USD)  (Dec),dec,2014-01-01,17:00,166.70B,166.70B,,,167.50B,167.50B,
SGD::Foreign Reserves USD::m/m,SGD,Foreign Reserves USD (MoM)  (Dec),dec,2014-01-01,17:00,273.10B,273.10B,,,271.90B,271.90B,
IDR::Foreign Tourism::none,IDR,Foreign Tourism  (Dec),dec,2014-01-01,17:00,12.22%,22.59%,12.22%,,16.37%,16.37%,
EUR::French Exports::none,EUR,French Exports  (Dec),dec,2014-01-01,17:00,36.53B,36.53B,,,35.67B,35.67B,
EUR::French HICP::m/m,EUR,French HICP (MoM)  (Dec),dec,2014-01-01,17:00,0.40%,0.40%,,,0.00%,0.00%,
EUR::French HICP::y/y,EUR,French HICP (YoY)  (Dec),dec,2014-01-01,17:00,0.84%,0.84%,,,0.82%,0.82%,
