EventId,Cur,Event,Period,Date,Time,ActualRaw,ActualEffective,ActualRevisedFrom,Forecast,PreviousRaw,Previous,PreviousRevisedFrom
USD::U.S. Baker Hughes Oil Rig Count::none,USD,U.S. Baker Hughes Oil Rig Count,,2010-01-01,01:00,418,418,,,416,416,
MXN::1st Half-Month CPI::none,MXN,1st Half-Month CPI  (Dec),dec,2010-01-01,17:00,0.25%,0.25%,,,0.53%,0.53%,
MXN::1st Half-Month Core CPI::none,MXN,1st Half-Month Core CPI  (Dec),dec,2010-01-01,17:00,0.35%,0.35%,,,0.11%,0.11%,
USD::3-Year Note Auction::none,USD,3-Year Note Auction  (Dec),dec,2010-01-01,17:00,1.13%,1.13%,,,1.38%,1.38%,
USD::30-Year Bond Auction::none,USD,30-Year Bond Auction  (Dec),dec,2010-01-01,17:00,4.38%,4.38%,,,4.38%,4.38%,
USD::5-Year Note Auction::none,USD,5-Year Note Auction  (Dec),dec,2010-01-01,17:00,2.63%,2.63%,,,2.13%,2.13%,
USD::7-Year Note Auction::none,USD,7-Year Note Auction  (Dec),dec,2010-01-01,17:00,3.25%,3.25%,,,2.75%,2.75%,
USD::All Car Sales::none,USD,All Car Sales  (Dec),dec,2010-01-01,17:00,5.80M,5.80M,,,5.54M,5.54M,
USD::All Truck Sales::none,USD,All Truck Sales  (Dec),dec,2010-01-01,17:00,5.26M,5.26M,,,5.27M,5.27M,
GBP::Average Earnings ex Bonus::none,GBP,Average Earnings ex Bonus  (Dec),dec,2010-01-01,17:00,1.10%,1.10%,,,1.10%,1.10%,
INR::Bank Loan Growth::none,INR,Bank Loan Growth  (Dec),dec,2010-01-01,17:00,11.97%,11.97%,,,10.06%,10.06%,9.78%
GBP::BoE Consumer Credit::none,GBP,BoE Consumer Credit  (Dec),dec,2010-01-01,17:00,0.13B,0.13B,,,-0.18B,-0.18B,
GBP::BoE QE Total::none,GBP,BoE QE Total  (Dec),dec,2010-01-01,17:00,200.00B,200.00B,,,200.00B,200.00B,
CAD::Budget Balance::none,CAD,Budget Balance  (Dec),dec,2010-01-01,17:00,-3.06B,-3.06B,,,-4.36B,-4.36B,
CAD::Budget Balance::y/y,CAD,Budget Balance (YoY)  (Dec),dec,2010-01-01,17:00,-39.36B,-39.36B,,,-36.30B,-36.30B,
USD::Building Permits::m/m,USD,Building Permits (MoM)  (Dec),dec,2010-01-01,17:00,10.90%,10.90%,,,6.00%,6.00%,
USD::CB Employment Trends Index::none,USD,CB Employment Trends Index  (Dec),dec,2010-01-01,17:00,95.20,95.20,,,93.60,93.60,
GBP::CPI::m/m,GBP,CPI (MoM)  (Dec),dec,2010-01-01,17:00,0.60%,0.60%,,,0.30%,0.30%,
KRW::CPI::m/m,KRW,CPI (MoM)  (Dec),dec,2010-01-01,17:00,0.40%,0.40%,,,0.20%,0.20%,
MXN::CPI::m/m,MXN,CPI (MoM)  (Dec),dec,2010-01-01,17:00,0.41%,0.41%,,,0.52%,0.52%,
SEK::CPI::m/m,SEK,CPI (MoM)  (Dec),dec,2010-01-01,17:00,0.20%,0.20%,,,0.00%,0.00%,
CAD::CPI::y/y,CAD,CPI (YoY)  (Dec),dec,2010-01-01,17:00,1.30%,1.30%,,,1.00%,1.00%,
CHF::CPI::y/y,CHF,CPI (YoY)  (Dec),dec,2010-01-01,17:00,0.30%,0.30%,,,0.00%,0.00%,-0.80%
KRW::CPI::y/y,KRW,CPI (YoY)  (Dec),dec,2010-01-01,17:00,2.80%,2.80%,,,2.40%,2.40%,
MXN::CPI::y/y,MXN,CPI (YoY)  (Dec),dec,2010-01-01,17:00,3.57%,3.57%,,,3.86%,3.86%,
SEK::CPI::y/y,SEK,CPI (YoY)  (Dec),dec,2010-01-01,17:00,0.90%,0.90%,,,-0.70%,-0.70%,
"USD::CPI Index, n.s.a.::none",USD,"CPI Index, n.s.a.  (Dec)",dec,2010-01-01,17:00,215.95,215.95,,,216.33,216.33,
SEK::CPIF (CPI at constant interest rates)::m/m,SEK,CPIF (CPI at constant interest rates) (MoM)  (Dec),dec,2010-01-01,17:00,0.20%,0.20%,,,0.00%,0.00%,
SEK::CPIF (CPI at constant interest rates)::y/y,SEK,CPIF (CPI at constant interest rates) (YoY)  (Dec),dec,2010-01-01,17:00,2.40%,2.40%,,,2.00%,2.00%,
INR::Cash Reserve Ratio::none,INR,Cash Reserve Ratio  (Dec),dec,2010-01-01,17:00,5.00%,6.00%,5.00%,,5.00%,5.00%,
USD::Chain Store Sales::m/m,USD,Chain Store Sales (MoM)  (Dec),dec,2010-01-01,17:00,3.60%,3.60%,,,-0.20%,-0.20%,
USD::Chain Store Sales::w/w,USD,Chain Store Sales (WoW)  (Dec),dec,2010-01-01,17:00,0.34%,0.34%,,,-0.13%,-0.13%,
USD::Chain Store Sales::y/y,USD,Chain Store Sales (YoY)  (Dec),dec,2010-01-01,17:00,2.00%,2.00%,,,2.91%,2.91%,
USD::Challenger Job Cuts::none,USD,Challenger Job Cuts  (Dec),dec,2010-01-01,17:00,45.09K,45.09K,,,50.35K,50.35K,
USD::Chicago Fed National Activity::none,USD,Chicago Fed National Activity  (Dec),dec,2010-01-01,17:00,-0.66,-0.66,,,-0.06,-0.06,
USD::Cleveland CPI::m/m,USD,Cleveland CPI (MoM)  (Dec),dec,2010-01-01,17:00,0.00%,0.00%,,,0.00%,0.00%,
KRW::Consumer Confidence::none,KRW,Consumer Confidence  (Dec),dec,2010-01-01,17:00,114.00,114.00,,,116.00,116.00,
MXN::Consumer Confidence::none,MXN,Consumer Confidence  (Dec),dec,2010-01-01,17:00,79.40,79.40,,,80.10,80.10,
SEK::Consumer Confidence::none,SEK,Consumer Confidence  (Dec),dec,2010-01-01,17:00,101.70,101.70,,,104.60,104.60,
MXN::Consumer Confidence n.s.a.::none,MXN,Consumer Confidence n.s.a.  (Dec),dec,2010-01-01,17:00,80.10,80.10,,,78.20,78.20,
