EventId,Date,Time,Period,Actual,Forecast,Previous
NA::Argentina - New Year's Day::none,2019-01-01,All Day,,,,
NA::Australia - New Year's Day::none,2019-01-01,All Day,,,,
NA::Austria - New Year::none,2019-01-01,All Day,,,,
NA::Bahrain - New Year's Day::none,2019-01-01,All Day,,,,
NA::Belgium - New Year's Day::none,2019-01-01,All Day,,,,
NA::Bosnia-Herzegovina - New Year::none,2019-01-01,All Day,,,,
NA::Botswana - New Year's Day::none,2019-01-01,All Day,,,,
NA::Brazil - New Year's Day::none,2019-01-01,All Day,,,,
NA::Bulgaria - New Year's Day::none,2019-01-01,All Day,,,,
NA::Canada - New Year's Day::none,2019-01-01,All Day,,,,
NA::Chile - New Year's Day::none,2019-01-01,All Day,,,,
NA::China - New Year::none,2019-01-01,All Day,,,,
NA::Colombia - New Year's Day::none,2019-01-01,All Day,,,,
NA::Costa Rica - New Year's Day::none,2019-01-01,All Day,,,,
NA::Cote D'Ivoire - New Year's Day::none,2019-01-01,All Day,,,,
NA::Croatia - New Year's Day::none,2019-01-01,All Day,,,,
NA::Cyprus - New Year::none,2019-01-01,All Day,,,,
NA::Czech Republic - New Year::none,2019-01-01,All Day,,,,
NA::Denmark - New Year's Day::none,2019-01-01,All Day,,,,
NA::Egypt - New Year::none,2019-01-01,All Day,,,,
NA::Estonia - New Year's Day::none,2019-01-01,All Day,,,,
NA::Finland - New Year's Day::none,2019-01-01,All Day,,,,
NA::France - New Year's Day::none,2019-01-01,All Day,,,,
NA::Germany - New Year's Day::none,2019-01-01,All Day,,,,
NA::Greece - New Year's Day::none,2019-01-01,All Day,,,,
NA::Hong Kong - The first day of January::none,2019-01-01,All Day,,,,
NA::Hungary - New Year::none,2019-01-01,All Day,,,,
NA::Iceland - New Year's Day::none,2019-01-01,All Day,,,,
NA::Indonesia - New Year's Day::none,2019-01-01,All Day,,,,
NA::Iraq - New Year::none,2019-01-01,All Day,,,,
NA::Ireland - New Year's Day::none,2019-01-01,All Day,,,,
NA::Italy - New Year's Day::none,2019-01-01,All Day,,,,
NA::Jamaica - New Year's Day::none,2019-01-01,All Day,,,,
NA::Japan - New Year's Day::none,2019-01-01,All Day,,,,
NA::Jordan - New Year::none,2019-01-01,All Day,,,,
NA::Kazakhstan - New Year::none,2019-01-01,All Day,,,,
NA::Kenya - New Year's Day::none,2019-01-01,All Day,,,,
NA::Kuwait - New Year's Day::none,2019-01-01,All Day,,,,
NA::Latvia - New Year's Day::none,2019-01-01,All Day,,,,
NA::Lebanon - New Year::none,2019-01-01,All Day,,,,
NA::Lithuania - New Year's Day::none,2019-01-01,All Day,,,,
NA::Luxembourg - New Year's Day::none,2019-01-01,All Day,,,,
NA::Malawi - New Year's Day::none,2019-01-01,All Day,,,,
NA::Malaysia - New Year's Day::none,2019-01-01,All Day,,,,
NA::Malta - New Year's Day::none,2019-01-01,All Day,,,,
NA::Mauritius - New Year::none,2019-01-01,All Day,,,,
NA::Mexico - New Year's Day::none,2019-01-01,All Day,,,,
NA::Mongolia - New Year::none,2019-01-01,All Day,,,,
NA::Montenegro - New Year's Day::none,2019-01-01,All Day,,,,
NA::Morocco - New Year::none,2019-01-01,All Day,,,,
NA::Namibia - New Year's Day::none,2019-01-01,All Day,,,,
NA::Netherlands - New Year's Day::none,2019-01-01,All Day,,,,
NA::New Zealand - New Year's Day::none,2019-01-01,All Day,,,,
NA::Nigeria - New Year's Day::none,2019-01-01,All Day,,,,
NA::Norway - New Year's Day::none,2019-01-01,All Day,,,,
NA::Palestinian Territory - New Year::none,2019-01-01,All Day,,,,
NA::Peru - New Year's Day::none,2019-01-01,All Day,,,,
NA::Philippines - New Year's Day::none,2019-01-01,All Day,,,,
NA::Poland - New Year's Day::none,2019-01-01,All Day,,,,
NA::Portugal - New Year's Day::none,2019-01-01,All Day,,,,
NA::Qatar - New Year::none,2019-01-01,All Day,,,,
NA::Romania - New Year's Day::none,2019-01-01,All Day,,,,
NA::Russia - New Year's Day::none,2019-01-01,All Day,,,,
NA::Rwanda - New Year's Day::none,2019-01-01,All Day,,,,
NA::Serbia - New Year::none,2019-01-01,All Day,,,,
NA::Singapore - New Year's Day::none,2019-01-01,All Day,,,,
NA::Slovakia - Public Holiday::none,2019-01-01,All Day,,,,
NA::Slovenia - New-Year Holidays::none,2019-01-01,All Day,,,,
NA::South Africa - New Year's Day::none,2019-01-01,All Day,,,,
NA::South Korea - New Year's Day::none,2019-01-01,All Day,,,,
NA::Spain - New Year's Day::none,2019-01-01,All Day,,,,
NA::Sri Lanka - CSE Customary Holiday::none,2019-01-01,All Day,,,,
NA::Sweden - New Year's Day::none,2019-01-01,All Day,,,,
NA::Switzerland - New Year's Day::none,2019-01-01,All Day,,,,
NA::Taiwan - New Year::none,2019-01-01,All Day,,,,
NA::Tanzania - New Year's Day::none,2019-01-01,All Day,,,,
NA::Thailand - New Year's Day::none,2019-01-01,All Day,,,,
NA::Tunisia - New Year's Day::none,2019-01-01,All Day,,,,
NA::Türkiye - New Year's Day::none,2019-01-01,All Day,,,,
NA::Uganda - New Year's Day::none,2019-01-01,All Day,,,,
NA::Ukraine - New Year's Day::none,2019-01-01,All Day,,,,
NA::United Arab Emirates - New Year's Day::none,2019-01-01,All Day,,,,
NA::United Kingdom - New Year's Day::none,2019-01-01,All Day,,,,
NA::United States - New Year's Day::none,2019-01-01,All Day,,,,
NA::Venezuela - New Year::none,2019-01-01,All Day,,,,
NA::Vietnam - New Year::none,2019-01-01,All Day,,,,
NA::Zambia - New Year::none,2019-01-01,All Day,,,,
NA::Zimbabwe - New Year's Day::none,2019-01-01,All Day,,,,
USD::52-Week Bill Auction::none,2019-01-01,00:30,,2.545%,,2.635%
KRW::Exports::y/y,2019-01-01,08:00,dec,-1.2%,3.3%,-1.2%
KRW::Imports::y/y,2019-01-01,08:00,dec,0.9%,4.2%,0.9%
KRW::Trade Balance::none,2019-01-01,08:00,dec,4.56B,,4.56B
PEN::CPI::m/m,2019-01-01,14:00,dec,0.18%,,0.12%
NA::Bosnia-Herzegovina - New Year::none,2019-01-02,All Day,,,,
NA::Botswana - Public Holiday::none,2019-01-02,All Day,,,,
EUR::French 12-Month BTF Auction::none,2019-01-02,Tentative,,-0.566%,,-0.577%
EUR::French 3-Month BTF Auction::none,2019-01-02,Tentative,,-0.570%,,-0.701%
EUR::French 6-Month BTF Auction::none,2019-01-02,Tentative,,-0.569%,,-0.651%
NZD::GlobalDairyTrade Price Index::none,2019-01-02,Tentative,,2.8%,,1.7%
NA::Japan - Exchange Holiday::none,2019-01-02,All Day,,,,
NA::Kazakhstan - New Year::none,2019-01-02,All Day,,,,
NA::Malta - New Year's Day::none,2019-01-02,All Day,,,,
NA::Mauritius - New Year::none,2019-01-02,All Day,,,,
