EventId,Date,Time,Period,Actual,Forecast,Previous
RUB::CPI::m/m,2021-01-01,00:00,dec,0.8%,0.6%,0.7%
RUB::CPI::y/y,2021-01-01,00:00,dec,4.9%,4.7%,4.4%
NA::Argentina - New Year's Day::none,2021-01-01,All Day,,,,
NA::Australia - New Year's Day::none,2021-01-01,All Day,,,,
NA::Austria - New Year's Day::none,2021-01-01,All Day,,,,
NA::Bahrain - New Year's Day::none,2021-01-01,All Day,,,,
NA::Bangladesh - Bank Holiday::none,2021-01-01,All Day,,,,
NA::Belgium - New Year's Day::none,2021-01-01,All Day,,,,
NA::Bosnia-Herzegovina - New Year's Day::none,2021-01-01,All Day,,,,
NA::Botswana - New Year's Day::none,2021-01-01,All Day,,,,
NA::Brazil - New Year's Day::none,2021-01-01,All Day,,,,
NA::Bulgaria - New Year's Day::none,2021-01-01,All Day,,,,
NA::Canada - New Year's Day::none,2021-01-01,All Day,,,,
NA::Chile - New Year's Day::none,2021-01-01,All Day,,,,
NA::China - New Year's Day::none,2021-01-01,All Day,,,,
NA::Colombia - New Year's Day::none,2021-01-01,All Day,,,,
NA::Costa Rica - New Year's Day::none,2021-01-01,All Day,,,,
NA::Croatia - New Year's Day::none,2021-01-01,All Day,,,,
NA::Czech Republic - New Year's Day::none,2021-01-01,All Day,,,,
NA::Denmark - New Year's Day::none,2021-01-01,All Day,,,,
NA::Egypt - Bank Holiday::none,2021-01-01,All Day,,,,
NA::Estonia - New Year's Day::none,2021-01-01,All Day,,,,
NA::Finland - New Year's Day::none,2021-01-01,All Day,,,,
NA::France - New Year's Day::none,2021-01-01,All Day,,,,
NA::Germany - New Year's Day::none,2021-01-01,All Day,,,,
NA::Greece - New Year's Day::none,2021-01-01,All Day,,,,
NA::Hong Kong - New Year's Day::none,2021-01-01,All Day,,,,
NA::Hungary - New Year's Day::none,2021-01-01,All Day,,,,
NA::Iceland - New Year's Day::none,2021-01-01,All Day,,,,
NA::Indonesia - New Year's Day::none,2021-01-01,All Day,,,,
NA::Ireland - New Year's Day::none,2021-01-01,All Day,,,,
NA::Italy - New Year's Day::none,2021-01-01,All Day,,,,
NA::Jamaica - New Year's Day::none,2021-01-01,All Day,,,,
NA::Japan - New Year's Day::none,2021-01-01,All Day,,,,
NA::Jordan - New Year's Day::none,2021-01-01,All Day,,,,
NA::Kazakhstan - New Year's Day::none,2021-01-01,All Day,,,,
NA::Kenya - New Year's Day::none,2021-01-01,All Day,,,,
NA::Kuwait - New Year's Day::none,2021-01-01,All Day,,,,
NA::Latvia - New Year's Day::none,2021-01-01,All Day,,,,
NA::Lebanon - New Year's Day::none,2021-01-01,All Day,,,,
NA::Lithuania - New Year's Day::none,2021-01-01,All Day,,,,
NA::Luxembourg - New Year's Day::none,2021-01-01,All Day,,,,
NA::Malaysia - New Year's Day::none,2021-01-01,All Day,,,,
NA::Malta - New Year's Day::none,2021-01-01,All Day,,,,
NA::Mauritius - New Year's Day::none,2021-01-01,All Day,,,,
NA::Mexico - New Year's Day::none,2021-01-01,All Day,,,,
NA::Mongolia - New Year's Day::none,2021-01-01,All Day,,,,
NA::Montenegro - New Year's Day::none,2021-01-01,All Day,,,,
NA::Morocco - New Year's Day::none,2021-01-01,All Day,,,,
NA::Namibia - New Year's Day::none,2021-01-01,All Day,,,,
NA::Netherlands - New Year's Day::none,2021-01-01,All Day,,,,
NA::New Zealand - New Year's Day::none,2021-01-01,All Day,,,,
NA::Nigeria - New Year's Day::none,2021-01-01,All Day,,,,
NA::Norway - New Year's Day::none,2021-01-01,All Day,,,,
NA::Peru - New Year's Day::none,2021-01-01,All Day,,,,
NA::Philippines - New Year's Day::none,2021-01-01,All Day,,,,
NA::Poland - New Year's Day::none,2021-01-01,All Day,,,,
NA::Portugal - New Year's Day::none,2021-01-01,All Day,,,,
NA::Qatar - New Year's Day::none,2021-01-01,All Day,,,,
NA::Romania - New Year's Day::none,2021-01-01,All Day,,,,
NA::Russia - New Year's Day::none,2021-01-01,All Day,,,,
NA::Rwanda - New Year's Day::none,2021-01-01,All Day,,,,
NA::Serbia - New Year's Day::none,2021-01-01,All Day,,,,
NA::Singapore - New Year's Day::none,2021-01-01,All Day,,,,
NA::Slovakia - Republic Day::none,2021-01-01,All Day,,,,
NA::Slovenia - New Year's Day::none,2021-01-01,All Day,,,,
NA::South Africa - New Year's Day::none,2021-01-01,All Day,,,,
NA::South Korea - New Year's Day::none,2021-01-01,All Day,,,,
NA::Spain - New Year's Day::none,2021-01-01,All Day,,,,
NA::Sri Lanka - New Year's Day::none,2021-01-01,All Day,,,,
NA::Sweden - New Year's Day::none,2021-01-01,All Day,,,,
NA::Switzerland - New Year's Day::none,2021-01-01,All Day,,,,
NA::Taiwan - New Year's Day::none,2021-01-01,All Day,,,,
NA::Tanzania - New Year's Day::none,2021-01-01,All Day,,,,
NA::Thailand - New Year's Day::none,2021-01-01,All Day,,,,
NA::Türkiye - New Year's Day::none,2021-01-01,All Day,,,,
NA::Ukraine - New Year's Day::none,2021-01-01,All Day,,,,
NA::United Arab Emirates - New Year's Day::none,2021-01-01,All Day,,,,
NA::United Kingdom - New Year's Day::none,2021-01-01,All Day,,,,
NA::United States - New Year's Day::none,2021-01-01,All Day,,,,
NA::Venezuela - New Year's Day::none,2021-01-01,All Day,,,,
NA::Vietnam - New Year's Day::none,2021-01-01,All Day,,,,
NA::Zimbabwe - Public Holiday::none,2021-01-01,All Day,,,,
KRW::Exports::y/y,2021-01-01,08:00,dec,12.6%,5.6%,4.1%
KRW::Imports::y/y,2021-01-01,08:00,dec,1.8%,-2.6%,-1.9%
KRW::Trade Balance::none,2021-01-01,08:00,dec,6.94B,,5.90B
BRL::BCB Focus Market Readout::none,2021-01-01,19:25,,,,
INR::Bank Loan Growth::none,2021-01-01,19:30,,6.1%,,5.7%
INR::Deposit Growth::none,2021-01-01,19:30,,11.3%,,11.3%
"INR::FX Reserves, USD::none",2021-01-01,19:30,,580.84B,,581.13B
NA::Botswana - Market Holiday::none,2021-01-02,All Day,,,,
NA::Japan - Market Holiday::none,2021-01-02,All Day,,,,
NA::Mauritius - New Year's Day::none,2021-01-02,All Day,,,,
NA::Romania - New Year's Day::none,2021-01-02,All Day,,,,
NA::Slovenia - New Year's Day::none,2021-01-02,All Day,,,,
NA::Japan - Market Holiday::none,2021-01-03,All Day,,,,
PEN::CPI::m/m,2021-01-03,18:45,dec,0.05%,0.10%,0.52%
NA::Kazakhstan - New Year's Day::none,2021-01-04,All Day,,,,
NA::New Zealand - New Year's Day::none,2021-01-04,All Day,,,,
NA::Rwanda - New Year's Day::none,2021-01-04,All Day,,,,
SGD::GDP::q/q,2021-01-04,08:00,q4,8.7%,35.3%,42.3%
SGD::GDP::y/y,2021-01-04,08:00,q4,-3.8%,-4.5%,-5.6%
KRW::S&P Global South Korea Manufacturing PMI::none,2021-01-04,08:30,dec,52.9,,52.9
SGD::URA Property Index::q/q,2021-01-04,09:00,q3,2.10%,,0.30%
PHP::Philippines Retail Price Index::y/y,2021-01-04,10:00,,1.3%,,1.2%
