Patch,EventId,Cur,Event,Period,Date,Time,PreviousRaw,PriorActual,PreviousEffective
previous_missing_filled,GBP::rpi::m/m,GBP,RPI (MoM)  (Feb),feb,2022-03-23,15:00,,0.0%,0.0%
previous_missing_filled,EUR::italian industrial production::m/m,EUR,Italian Industrial Production (MoM)  (Apr),apr,2022-06-10,16:00,,0.0%,0.0%
previous_missing_filled,KRW::ppi::m/m,KRW,PPI (MoM)  (Jan),jan,2022-02-24,05:00,,0.0%,0.0%
previous_missing_filled,USD::beige book::none,USD,Beige Book,,2022-01-13,03:00,,0.00,0.00
previous_missing_filled,USD::beige book::none,USD,Beige Book,,2022-03-03,03:00,,0.00,0.00
previous_missing_filled,USD::beige book::none,USD,Beige Book,,2022-04-21,02:00,,0.00,0.00
previous_missing_filled,USD::beige book::none,USD,Beige Book,,2022-06-02,02:00,,0.00,0.00
previous_missing_filled,USD::beige book::none,USD,Beige Book,,2022-07-14,02:00,,0.00,0.00
previous_missing_filled,USD::beige book::none,USD,Beige Book,,2022-09-08,02:00,,0.00,0.00
previous_missing_filled,USD::beige book::none,USD,Beige Book,,2022-10-20,02:00,,0.00,0.00
previous_missing_filled,USD::beige book::none,USD,Beige Book,,2022-12-01,03:00,,0.00,0.00
previous_missing_filled,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2022-01-21,07:50,,0.00,0.00
previous_missing_filled,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2022-03-24,07:50,,0.00,0.00
previous_missing_filled,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2022-05-09,07:50,,0.00,0.00
previous_missing_filled,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2022-06-22,07:50,,0.00,0.00
previous_missing_filled,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2022-07-26,07:50,,0.00,0.00
previous_missing_filled,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2022-09-28,07:50,,0.00,0.00
previous_missing_filled,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2022-11-02,07:50,,0.00,0.00
previous_missing_filled,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2022-12-23,07:50,,0.00,0.00
previous_missing_filled,GBP::boe mpc treasury committee hearings::none,GBP,BoE MPC Treasury Committee Hearings,,2022-02-23,22:15,,0.00,0.00
previous_missing_filled,GBP::boe mpc treasury committee hearings::none,GBP,BoE MPC Treasury Committee Hearings,,2022-05-16,22:15,,0.00,0.00
previous_missing_filled,GBP::boe mpc treasury committee hearings::none,GBP,BoE MPC Treasury Committee Hearings,,2022-09-07,22:15,,0.00,0.00
previous_missing_filled,GBP::boe mpc treasury committee hearings::none,GBP,BoE MPC Treasury Committee Hearings,,2022-11-16,22:15,,0.00,0.00
previous_missing_filled,USD::fomc meeting minutes::none,USD,FOMC Meeting Minutes,,2022-01-06,03:00,,0.00,0.00
previous_missing_filled,USD::fomc meeting minutes::none,USD,FOMC Meeting Minutes,,2022-02-17,03:00,,0.00,0.00
previous_missing_filled,USD::fomc meeting minutes::none,USD,FOMC Meeting Minutes,,2022-04-07,02:00,,0.00,0.00
previous_missing_filled,USD::fomc meeting minutes::none,USD,FOMC Meeting Minutes,,2022-05-26,02:00,,0.00,0.00
previous_missing_filled,USD::fomc meeting minutes::none,USD,FOMC Meeting Minutes,,2022-07-07,02:00,,0.00,0.00
previous_missing_filled,USD::fomc meeting minutes::none,USD,FOMC Meeting Minutes,,2022-08-18,02:00,,0.00,0.00
previous_missing_filled,USD::fomc meeting minutes::none,USD,FOMC Meeting Minutes,,2022-10-13,02:00,,0.00,0.00
