EventId,Date,Time,Period,Actual,Forecast,Previous
NA::Bahrain - New Year's Day::none,2022-01-01,All Day,,,,
NA::Botswana - New Year's Day::none,2022-01-01,All Day,,,,
NA::Brazil - New Year's Day::none,2022-01-01,All Day,,,,
NA::Bulgaria - New Year's Day::none,2022-01-01,All Day,,,,
NA::Chile - New Year's Day::none,2022-01-01,All Day,,,,
NA::Egypt - Bank Holiday::none,2022-01-01,All Day,,,,
NA::Japan - New Year's Day::none,2022-01-01,All Day,,,,
NA::Kenya - New Year's Day::none,2022-01-01,All Day,,,,
NA::Kuwait - New Year's Day::none,2022-01-01,All Day,,,,
NA::Mexico - New Year's Day::none,2022-01-01,All Day,,,,
NA::Morocco - New Year's Day::none,2022-01-01,All Day,,,,
NA::Namibia - New Year's Day::none,2022-01-01,All Day,,,,
NA::Nigeria - New Year's Day::none,2022-01-01,All Day,,,,
NA::Palestinian Territory - New Year's Day::none,2022-01-01,All Day,,,,
NA::Qatar - New Year's Day::none,2022-01-01,All Day,,,,
NA::United Arab Emirates - New Year's Day::none,2022-01-01,All Day,,,,
NA::Vietnam - New Year's Day::none,2022-01-01,All Day,,,,
NA::Zimbabwe - New Year's Day::none,2022-01-01,All Day,,,,
USD::U.S. Baker Hughes Oil Rig Count::none,2022-01-01,02:00,,480,,480
USD::U.S. Baker Hughes Total Rig Count::none,2022-01-01,02:00,,586,,586
KRW::Exports::y/y,2022-01-01,08:00,dec,18.3%,22.0%,32.0%
KRW::Imports::y/y,2022-01-01,08:00,dec,37.4%,35.8%,43.6%
KRW::Trade Balance::none,2022-01-01,08:00,dec,-0.59B,,3.06B
NA::Bahrain - New Year's Day::none,2022-01-02,All Day,,,,
NA::Botswana - Market Holiday::none,2022-01-02,All Day,,,,
NA::Japan - Market Holiday::none,2022-01-02,All Day,,,,
NA::Australia - New Year's Day::none,2022-01-03,All Day,,,,
NA::Bulgaria - New Year's Day::none,2022-01-03,All Day,,,,
NA::Canada - New Year's Day::none,2022-01-03,All Day,,,,
NA::China - New Year's Day::none,2022-01-03,All Day,,,,
NA::Ireland - New Year's Day::none,2022-01-03,All Day,,,,
NA::Japan - Market Holiday::none,2022-01-03,All Day,,,,
NA::Kazakhstan - New Year's Day::none,2022-01-03,All Day,,,,
NA::Montenegro - New Year's Day::none,2022-01-03,All Day,,,,
NA::New Zealand - New Year's Day::none,2022-01-03,All Day,,,,
NA::Rwanda - New Year's Day::none,2022-01-03,All Day,,,,
NA::Serbia - New Year's Day::none,2022-01-03,All Day,,,,
NA::Thailand - New Year's Day::none,2022-01-03,All Day,,,,
NA::Ukraine - New Year's Day::none,2022-01-03,All Day,,,,
NA::United Kingdom - New Year's Day::none,2022-01-03,All Day,,,,
NA::Vietnam - New Year's Day::none,2022-01-03,All Day,,,,
SGD::GDP::q/q,2022-01-03,08:00,q4,10.7%,2.0%,5.2%
SGD::GDP::y/y,2022-01-03,08:00,q4,5.9%,5.4%,7.1%
KRW::S&P Global South Korea Manufacturing PMI::none,2022-01-03,08:30,dec,51.9,,50.9
SGD::URA Property Index::q/q,2022-01-03,08:30,,5.00%,,1.10%
IDR::Core Inflation::y/y,2022-01-03,12:00,dec,1.56%,1.52%,1.44%
IDR::Inflation::m/m,2022-01-03,12:00,dec,0.57%,0.52%,0.37%
IDR::Inflation::y/y,2022-01-03,12:00,dec,1.87%,1.80%,1.75%
PEN::CPI::m/m,2022-01-03,12:55,dec,0.78%,,0.36%
TRY::CPI::m/m,2022-01-03,15:00,,13.58%,9.00%,3.51%
TRY::CPI::y/y,2022-01-03,15:00,,36.08%,30.60%,21.31%
TRY::PPI::m/m,2022-01-03,15:00,,19.08%,,9.99%
TRY::PPI::y/y,2022-01-03,15:00,,79.89%,,54.62%
