EventId,Date,Time,Period,Actual,Forecast,Previous
NA::Argentina - New Year's Day::none,2015-01-01,All Day,,,,
NA::Australia - New Year's Day::none,2015-01-01,All Day,,,,
NA::Austria - New Year's Day::none,2015-01-01,All Day,,,,
NA::Bahrain - New Year's Day::none,2015-01-01,All Day,,,,
NA::Belgium - New Year's Day::none,2015-01-01,All Day,,,,
NA::Botswana - New Year's Day::none,2015-01-01,All Day,,,,
NA::Brazil - New Year's Day::none,2015-01-01,All Day,,,,
NA::Bulgaria - New Year's Day::none,2015-01-01,All Day,,,,
NA::Canada - New Year's Day::none,2015-01-01,All Day,,,,
NA::Chile - New Year's Day::none,2015-01-01,All Day,,,,
NA::China - New Year's Day::none,2015-01-01,All Day,,,,
NA::Colombia - New Year's Day::none,2015-01-01,All Day,,,,
NA::Costa Rica - New Year's Day::none,2015-01-01,All Day,,,,
NA::Croatia - New Year's Day::none,2015-01-01,All Day,,,,
NA::Cyprus - First of January::none,2015-01-01,All Day,,,,
NA::Czech Republic - New Year's Day::none,2015-01-01,All Day,,,,
NA::Denmark - New Year's Day::none,2015-01-01,All Day,,,,
NA::Egypt - Bank Holiday::none,2015-01-01,All Day,,,,
NA::Estonia - New Year's Day::none,2015-01-01,All Day,,,,
NA::Finland - New Year's Day::none,2015-01-01,All Day,,,,
NA::France - New Year's Day::none,2015-01-01,All Day,,,,
NA::Germany - New Year's Day::none,2015-01-01,All Day,,,,
NA::Greece - New Year's Day::none,2015-01-01,All Day,,,,
NA::Hong Kong - The first day of January::none,2015-01-01,All Day,,,,
NA::Hungary - New Year's Day::none,2015-01-01,All Day,,,,
NA::Iceland - New Year's Day::none,2015-01-01,All Day,,,,
NA::Indonesia - New Year's Day::none,2015-01-01,All Day,,,,
NA::Ireland - New Year's Day::none,2015-01-01,All Day,,,,
NA::Italy - New Year's Day::none,2015-01-01,All Day,,,,
NA::Japan - Exchange Holiday::none,2015-01-01,All Day,,,,
NA::Jordan - New Year's Day::none,2015-01-01,All Day,,,,
NA::Kenya - New Year's Day::none,2015-01-01,All Day,,,,
NA::Kuwait - New-Year Holidays::none,2015-01-01,All Day,,,,
NA::Latvia - New Year's Day::none,2015-01-01,All Day,,,,
NA::Lebanon - New Year's Day::none,2015-01-01,All Day,,,,
NA::Lithuania - New Year's Day::none,2015-01-01,All Day,,,,
NA::Luxembourg - New Year's Day::none,2015-01-01,All Day,,,,
NA::Malawi - New Year's Day::none,2015-01-01,All Day,,,,
NA::Malaysia - New Year's Day::none,2015-01-01,All Day,,,,
NA::Malta - New Year's Day::none,2015-01-01,All Day,,,,
NA::Mauritius - New Year::none,2015-01-01,All Day,,,,
NA::Mexico - New Year's Day::none,2015-01-01,All Day,,,,
NA::Morocco - New Year's Day::none,2015-01-01,All Day,,,,
NA::Namibia - New Year's Day::none,2015-01-01,All Day,,,,
NA::Netherlands - New Year's Day::none,2015-01-01,All Day,,,,
NA::New Zealand - New Year's Day::none,2015-01-01,All Day,,,,
NA::Nigeria - New Year's Day::none,2015-01-01,All Day,,,,
NA::Norway - New Year's Day::none,2015-01-01,All Day,,,,
NA::Palestinian Territory - New Year's Day::none,2015-01-01,All Day,,,,
NA::Peru - New Year's Day::none,2015-01-01,All Day,,,,
NA::Philippines - New Year's Day::none,2015-01-01,All Day,,,,
NA::Poland - New Year's Day::none,2015-01-01,All Day,,,,
NA::Portugal - New Year's Day::none,2015-01-01,All Day,,,,
NA::Romania - New Year's Day::none,2015-01-01,All Day,,,,
NA::Russia - New-Year Holidays::none,2015-01-01,All Day,,,,
NA::Rwanda - New Year's Day::none,2015-01-01,All Day,,,,
NA::Singapore - New Year's Day::none,2015-01-01,All Day,,,,
NA::Slovakia - New Year's Day::none,2015-01-01,All Day,,,,
NA::Slovenia - New Year's Day::none,2015-01-01,All Day,,,,
NA::South Africa - New Year's Day::none,2015-01-01,All Day,,,,
NA::South Korea - New Year's Day::none,2015-01-01,All Day,,,,
NA::Spain - New Year's Day::none,2015-01-01,All Day,,,,
