EventId,Date,Time,Period,Actual,Forecast,Previous
NA::Argentina - New Year's Day::none,2016-01-01,All Day,,,,
NA::Australia - New Year's Day::none,2016-01-01,All Day,,,,
NA::Austria - New Year::none,2016-01-01,All Day,,,,
NA::Austria - New Year's Day::none,2016-01-01,All Day,,,,
NA::Bahrain - New Year's Day::none,2016-01-01,All Day,,,,
NA::Belgium - New Year's Day::none,2016-01-01,All Day,,,,
NA::Botswana - New Year's Day::none,2016-01-01,All Day,,,,
NA::Brazil - New Year's Day::none,2016-01-01,All Day,,,,
NA::Bulgaria - New Year's Day::none,2016-01-01,All Day,,,,
NA::Canada - New Year's Day::none,2016-01-01,All Day,,,,
NA::Chile - New Year's Day::none,2016-01-01,All Day,,,,
NA::China - New Year's Day::none,2016-01-01,All Day,,,,
NA::Colombia - New Year's Day::none,2016-01-01,All Day,,,,
NA::Costa Rica - New Year's Day::none,2016-01-01,All Day,,,,
NA::Croatia - New Year's Day::none,2016-01-01,All Day,,,,
NA::Cyprus - New Year's Day::none,2016-01-01,All Day,,,,
NA::Czech Republic - New Year's Day::none,2016-01-01,All Day,,,,
NA::Denmark - New Year's Day::none,2016-01-01,All Day,,,,
NA::Egypt - Bank Holiday::none,2016-01-01,All Day,,,,
NA::Estonia - New Year's Day::none,2016-01-01,All Day,,,,
NA::Finland - New Year's Day::none,2016-01-01,All Day,,,,
NA::France - New Year's Day::none,2016-01-01,All Day,,,,
NA::Germany - New Year's Day::none,2016-01-01,All Day,,,,
NA::Greece - New Year's Day::none,2016-01-01,All Day,,,,
NA::Hong Kong - New Year's Day::none,2016-01-01,All Day,,,,
NA::Hungary - New Year's Day::none,2016-01-01,All Day,,,,
NA::Iceland - New Year::none,2016-01-01,All Day,,,,
NA::Indonesia - New Year's Day::none,2016-01-01,All Day,,,,
NA::Ireland - New Year's Day::none,2016-01-01,All Day,,,,
NA::Italy - New Year's Day::none,2016-01-01,All Day,,,,
NA::Japan - New Year's Day::none,2016-01-01,All Day,,,,
NA::Jordan - New Year::none,2016-01-01,All Day,,,,
NA::Latvia - New Year's Day::none,2016-01-01,All Day,,,,
NA::Lebanon - New Year::none,2016-01-01,All Day,,,,
NA::Lithuania - New Year's Day::none,2016-01-01,All Day,,,,
NA::Luxembourg - New Year's Day::none,2016-01-01,All Day,,,,
NA::Malawi - New Year's Day::none,2016-01-01,All Day,,,,
NA::Malaysia - New Year's Day::none,2016-01-01,All Day,,,,
NA::Malta - New Year's Day::none,2016-01-01,All Day,,,,
NA::Mauritius - New Year's Day::none,2016-01-01,All Day,,,,
NA::Mexico - New Year's Day::none,2016-01-01,All Day,,,,
NA::Morocco - New Year's Day::none,2016-01-01,All Day,,,,
NA::Namibia - New Year's Day::none,2016-01-01,All Day,,,,
NA::Netherlands - New Year's Day::none,2016-01-01,All Day,,,,
NA::New Zealand - New Year's Day::none,2016-01-01,All Day,,,,
NA::Norway - New Year's Day::none,2016-01-01,All Day,,,,
NA::Palestinian Territory - New Year::none,2016-01-01,All Day,,,,
NA::Peru - New Year's Day::none,2016-01-01,All Day,,,,
NA::Philippines - New Year's Day::none,2016-01-01,All Day,,,,
NA::Poland - New Year's Day::none,2016-01-01,All Day,,,,
NA::Portugal - New Year's Day::none,2016-01-01,All Day,,,,
NA::Romania - New Year's Day::none,2016-01-01,All Day,,,,
NA::Russia - New Year's Day::none,2016-01-01,All Day,,,,
NA::Rwanda - New Year's Day::none,2016-01-01,All Day,,,,
NA::Singapore - New Year's Day::none,2016-01-01,All Day,,,,
NA::Slovakia - Republic Day::none,2016-01-01,All Day,,,,
NA::Slovenia - New Year's Day::none,2016-01-01,All Day,,,,
NA::South Africa - New Year's Day::none,2016-01-01,All Day,,,,
NA::South Korea - New Year's Day::none,2016-01-01,All Day,,,,
NA::Spain - New Year's Day::none,2016-01-01,All Day,,,,
NA::Sri Lanka - Bank Holiday::none,2016-01-01,All Day,,,,
NA::Sweden - New Year's Day::none,2016-01-01,All Day,,,,
NA::Switzerland - New Year's Day::none,2016-01-01,All Day,,,,
NA::Taiwan - New Year's Day::none,2016-01-01,All Day,,,,
NA::Tanzania - New Year's Day::none,2016-01-01,All Day,,,,
NA::Thailand - New Year's Day::none,2016-01-01,All Day,,,,
NA::Tunisia - New Year::none,2016-01-01,All Day,,,,
NA::Türkiye - New Year's Day::none,2016-01-01,All Day,,,,
NA::Uganda - New Year's Day::none,2016-01-01,All Day,,,,
NA::Ukraine - New Year's Day::none,2016-01-01,All Day,,,,
NA::United Arab Emirates - New Year's Day::none,2016-01-01,All Day,,,,
NA::United Kingdom - New Year's Day::none,2016-01-01,All Day,,,,
NA::United States - New Year's Day::none,2016-01-01,All Day,,,,
NA::Venezuela - New Year's Day::none,2016-01-01,All Day,,,,
NA::Vietnam - New Year's Day::none,2016-01-01,All Day,,,,
NA::Zambia - New Year's Day::none,2016-01-01,All Day,,,,
NA::Zimbabwe - New Year's Day::none,2016-01-01,All Day,,,,
USD::U.S. Baker Hughes Oil Rig Count::none,2016-01-01,02:00,,536,,538
KRW::Exports::y/y,2016-01-01,08:00,dec,-13.8%,-10.9%,-4.8%
KRW::Imports::y/y,2016-01-01,08:00,dec,-19.2%,-18.6%,-17.6%
KRW::Trade Balance::none,2016-01-01,08:00,dec,7.20B,8.82B,10.30B
CNY::Manufacturing PMI::none,2016-01-01,09:00,dec,49.7,49.7,49.6
CNY::Non-Manufacturing PMI::none,2016-01-01,09:00,dec,54.4,,53.6
PEN::CPI::m/m,2016-01-01,14:00,dec,0.45%,0.26%,0.34%
NA::Rwanda - Day After New Year's::none,2016-01-02,All Day,,,,
NA::Kuwait - New-Year Holidays::none,2016-01-03,All Day,,,,
NA::New Zealand - New Year (Observed)::none,2016-01-04,All Day,,,,
NA::Ukraine - Exchange Holiday::none,2016-01-04,All Day,,,,
USD::FOMC Member Stanley Fischer Speaks::none,2016-01-04,02:15,,,,
AUD::AIG Manufacturing Index::none,2016-01-04,06:30,dec,51.9,,52.5
USD::FOMC Member Mester Speaks::none,2016-01-04,06:30,,,,
SGD::GDP::q/q,2016-01-04,08:00,q4,5.7%,1.7%,1.7%
SGD::GDP::y/y,2016-01-04,08:00,q4,2.0%,1.3%,1.8%
SGD::URA Property Index::q/q,2016-01-04,08:30,q4,-0.50%,,-1.30%
KRW::S&P Global South Korea Manufacturing PMI::none,2016-01-04,09:40,dec,50.7,,49.1
THB::CPI::y/y,2016-01-04,11:30,dec,-0.85%,-0.81%,-0.97%
THB::Core CPI::y/y,2016-01-04,11:30,dec,0.68%,0.75%,0.88%
IDR::Foreign Tourism::none,2016-01-04,12:00,nov,1.70%,,2.11%
IDR::Core Inflation::y/y,2016-01-04,12:00,dec,3.95%,4.17%,4.77%
IDR::Inflation::m/m,2016-01-04,12:00,dec,0.96%,0.61%,0.21%
IDR::Inflation::y/y,2016-01-04,12:00,dec,3.35%,3.00%,4.89%
AUD::Commodity Prices::y/y,2016-01-04,13:30,,-23.3%,,-21.8%
EUR::Estonian Retail Sales::m/m,2016-01-04,14:00,nov,-6.00%,,6.00%
EUR::Estonian Retail Sales::y/y,2016-01-04,14:00,nov,6.00%,,8.00%
SEK::Manufacturing PMI::none,2016-01-04,15:30,dec,56.0,55.2,54.9
EUR::Austrian Unemployment Change::none,2016-01-04,16:00,dec,417.5K,,359.3K
EUR::Austrian Unemployment Rate::none,2016-01-04,16:00,dec,10.6%,,9.2%
TRY::CPI::m/m,2016-01-04,16:00,dec,0.21%,0.10%,0.67%
TRY::CPI::y/y,2016-01-04,16:00,dec,8.81%,8.50%,8.10%
HUF::Manufacturing PMI::none,2016-01-04,16:00,dec,49.1,,55.8
TRY::PPI::m/m,2016-01-04,16:00,dec,-0.33%,-0.05%,-1.42%
TRY::PPI::y/y,2016-01-04,16:00,dec,5.71%,6.03%,5.25%
HKD::Retail Sales::y/y,2016-01-04,16:30,nov,-7.8%,-6.4%,-3.0%
CHF::Manufacturing PMI::none,2016-01-04,16:30,dec,52.1,50.2,48.7
GBP::BoE Consumer Credit::none,2016-01-04,17:30,nov,1.476B,1.300B,1.207B
GBP::M4 Money Supply::m/m,2016-01-04,17:30,nov,0.4%,0.5%,0.6%
GBP::Mortgage Approvals::none,2016-01-04,17:30,nov,70.41K,69.65K,69.87K
GBP::Mortgage Lending::none,2016-01-04,17:30,nov,3.90B,3.70B,3.60B
GBP::Net Lending to Individuals::none,2016-01-04,17:30,,5.3B,4.9B,4.8B
EUR::Dutch 3-Month T-bill Auction::none,2016-01-04,18:45,,-0.480%,,-0.370%
EUR::Dutch 6-Month T-bill Auction::none,2016-01-04,18:45,,-0.463%,,-0.330%
EUR::Latvian Industrial Production::m/m,2016-01-04,19:00,nov,0.2%,,-0.4%
EUR::Latvian Industrial Production::y/y,2016-01-04,19:00,nov,4.3%,,1.7%
EUR::German CPI::m/m,2016-01-04,21:00,dec,-0.1%,0.2%,0.1%
EUR::German CPI::y/y,2016-01-04,21:00,dec,0.3%,0.6%,0.4%
EUR::German HICP::m/m,2016-01-04,21:00,dec,0.0%,0.2%,0.1%
EUR::German HICP::y/y,2016-01-04,21:00,dec,0.2%,0.4%,0.3%
SGD::S&P Global Manufacturing PMI::none,2016-01-04,21:00,dec,49.5,,49.2
EUR::French 12-Month BTF Auction::none,2016-01-04,22:00,,-0.385%,,-0.314%
EUR::French 3-Month BTF Auction::none,2016-01-04,22:00,,-0.437%,,-0.328%
EUR::French 6-Month BTF Auction::none,2016-01-04,22:00,,-0.397%,,-0.317%
USD::Construction Spending::m/m,2016-01-04,23:00,nov,-0.4%,0.6%,0.3%
USD::ISM Manufacturing Employment::none,2016-01-04,23:00,dec,48.1,49.7,51.3
USD::ISM Manufacturing New Orders Index::none,2016-01-04,23:00,dec,49.2,,48.9
USD::ISM Manufacturing PMI::none,2016-01-04,23:00,dec,48.2,49.0,48.6
USD::ISM Manufacturing Prices::none,2016-01-04,23:00,dec,33.5,35.0,35.5
NA::Sweden - Twelfth Night - Early close at 13:00::none,2016-01-05,,,,,
USD::3-Month Bill Auction::none,2016-01-05,00:30,,0.215%,,0.260%
USD::6-Month Bill Auction::none,2016-01-05,00:30,,0.500%,,0.550%
BRL::Trade Balance::none,2016-01-05,01:00,dec,6.24B,5.60B,1.20B
ARS::Tax Revenue::none,2016-01-05,02:00,dec,145.00B,,129.49B
AUD::CFTC AUD speculative net positions::none,2016-01-05,04:30,,-17.5K,,-20.9K
CAD::CFTC CAD speculative net positions::none,2016-01-05,04:30,,-60.8K,,-56.0K
CHF::CFTC CHF speculative net positions::none,2016-01-05,04:30,,3.6K,,2.8K
USD::CFTC Copper speculative net positions::none,2016-01-05,04:30,,-30.1K,,-30.3K
USD::CFTC Crude Oil speculative net positions::none,2016-01-05,04:30,,196.4K,,192.9K
EUR::CFTC EUR speculative net positions::none,2016-01-05,04:30,,-160.6K,,-161.0K
GBP::CFTC GBP speculative net positions::none,2016-01-05,04:30,,-31.0K,,-26.7K
USD::CFTC Gold speculative net positions::none,2016-01-05,04:30,,19.1K,,26.4K
JPY::CFTC JPY speculative net positions::none,2016-01-05,04:30,,-17.2K,,-30.4K
MXN::CFTC MXN speculative net positions::none,2016-01-05,04:30,,-57.4K,,-56.7K
NZD::CFTC NZD speculative net positions::none,2016-01-05,04:30,,-0.1K,,-0.2K
RUB::CFTC RUB speculative positions::none,2016-01-05,04:30,,-0.8K,,-0.8K
USD::CFTC S&P 500 speculative net positions::none,2016-01-05,04:30,,-97.2K,,-95.2K
USD::CFTC Silver speculative net positions::none,2016-01-05,04:30,,20.7K,,23.4K
USD::FOMC Member Williams Speaks::none,2016-01-05,06:30,,,,
KRW::Current Account::none,2016-01-05,07:00,nov,6.75B,,7.35B
JPY::Monetary Base::y/y,2016-01-05,07:50,,29.5%,33.2%,32.5%
PHP::CPI::m/m,2016-01-05,09:00,dec,0.2%,0.2%,0.5%
PHP::CPI::y/y,2016-01-05,09:00,dec,1.5%,1.4%,1.1%
PHP::Core CPI::y/y,2016-01-05,09:00,dec,2.1%,,1.8%
JPY::10-Year JGB Auction::none,2016-01-05,11:45,,0.254%,,0.320%
AUD::AUD/USD Index::none,2016-01-05,15:30,,39.9%,,32.8%
EUR::EUR/USD Index::none,2016-01-05,15:30,,30.0%,,24.0%
GBP::GBP/USD Index::none,2016-01-05,15:30,,43.5%,,38.1%
USD::Gold Index::none,2016-01-05,15:30,,53.1%,,58.4%
NZD::NZD/USD Index::none,2016-01-05,15:30,,36.9%,,35.0%
CAD::USD/CAD Index::none,2016-01-05,15:30,,51.8%,,48.0%
CHF::USD/CHF Index::none,2016-01-05,15:30,,48.0%,,49.9%
JPY::USD/JPY Index::none,2016-01-05,15:30,,50.0%,,57.3%
HUF::Quarterly Unemployment Rate::none,2016-01-05,16:00,nov,6.2%,6.2%,6.4%
NOK::Manufacturing PMI::none,2016-01-05,16:00,dec,46.8,47.0,47.5
EUR::Spanish Unemployment Change::none,2016-01-05,16:00,,-55.8K,-52.6K,-27.1K
TWD::FX Reserves USD::none,2016-01-05,16:10,dec,426.03B,,424.61B
EUR::German Unemployment::none,2016-01-05,16:55,dec,2.800M,,2.800M
EUR::German Unemployment Change::none,2016-01-05,16:55,dec,-14K,-6K,-14K
EUR::German Unemployment Rate::none,2016-01-05,16:55,dec,6.3%,6.3%,6.3%
EUR::German Unemployment n.s.a.::none,2016-01-05,16:55,dec,2.700M,2.700M,2.633M
EUR::CPI::y/y,2016-01-05,18:00,dec,0.2%,0.3%,0.2%
EUR::Italian CPI::m/m,2016-01-05,18:00,dec,0.0%,0.1%,-0.4%
EUR::Italian CPI::y/y,2016-01-05,18:00,dec,0.1%,0.2%,0.1%
EUR::Italian HICP::m/m,2016-01-05,18:00,dec,-0.1%,0.2%,-0.4%
EUR::Italian HICP::y/y,2016-01-05,18:00,dec,0.1%,0.4%,0.2%
EUR::Core CPI::y/y,2016-01-05,18:00,,0.9%,1.0%,0.9%
EUR::Greece 6-month T-bill Auction::none,2016-01-05,18:15,,2.97%,,2.97%
GBP::10-Year Treasury Gilt Auction::none,2016-01-05,18:35,,1.880%,,1.940%
EUR::Belgium 3-Month T-bill Auction::none,2016-01-05,18:40,,-0.449%,,-0.423%
EUR::Belgium 6-Month T-bill Auction::none,2016-01-05,18:40,,-0.345%,,-0.396%
EUR::Portuguese Business Confidence::none,2016-01-05,19:00,dec,0.7,,0.9
EUR::Portuguese Consumer Confidence::none,2016-01-05,19:00,dec,-14.10,,-13.70
CLP::Economic Activity::y/y,2016-01-05,19:30,nov,1.8%,2.5%,2.6%
CZK::Budget Balance::none,2016-01-05,20:30,dec,-62.800B,,-29.500B
CAD::IPPI::m/m,2016-01-05,21:30,nov,-0.2%,0.1%,-0.5%
CAD::IPPI::y/y,2016-01-05,21:30,nov,-0.2%,,-0.4%
CAD::RMPI::m/m,2016-01-05,21:30,nov,-4.0%,-3.0%,0.0%
CAD::RMPI::y/y,2016-01-05,21:30,nov,-16.3%,,-17.9%
EUR::Irish Exchequer Returns::none,2016-01-05,21:30,dec,-0.060B,,0.343B
USD::Redbook::m/m,2016-01-05,21:55,,-0.3%,,-0.5%
USD::Redbook::y/y,2016-01-05,21:55,,2.9%,,2.5%
NZD::GlobalDairyTrade Price Index::none,2016-01-05,22:10,,-1.6%,,1.9%
USD::ISM-New York Index::none,2016-01-05,22:45,dec,716.6,,710.6
NA::Austria - Epiphany Day::none,2016-01-06,All Day,,,,
NA::Croatia - Epiphany Day::none,2016-01-06,All Day,,,,
NA::Cyprus - Epiphany Day::none,2016-01-06,All Day,,,,
NA::Finland - Epiphany Day::none,2016-01-06,All Day,,,,
NA::Greece - Epiphany Day::none,2016-01-06,All Day,,,,
NA::Lebanon - Armenian Christmas Day::none,2016-01-06,All Day,,,,
NA::Poland - Epiphany Day::none,2016-01-06,All Day,,,,
NA::Slovakia - Epiphany Day::none,2016-01-06,All Day,,,,
NA::Sweden - Epiphany Day::none,2016-01-06,All Day,,,,
USD::4-Week Bill Auction::none,2016-01-06,00:30,,0.200%,,0.170%
USD::52-Week Bill Auction::none,2016-01-06,00:30,,0.670%,,0.740%
USD::All Truck Sales::none,2016-01-06,02:30,dec,9.94M,,10.38M
USD::Domestic Truck Sales::none,2016-01-06,02:30,dec,8.34M,8.55M,8.72M
KRW::FX Reserves - USD::none,2016-01-06,05:00,dec,367.96B,,368.46B
USD::All Car Sales::none,2016-01-06,05:00,,7.40M,,7.81M
USD::Domestic Car Sales::none,2016-01-06,05:00,,5.51M,,5.71M
USD::Total Vehicle Sales::none,2016-01-06,05:00,,17.34M,18.10M,18.19M
USD::API Weekly Crude Oil Stock::none,2016-01-06,05:35,,-5.600M,2.750M,2.900M
USD::API Weekly Distillates Stocks::none,2016-01-06,05:35,,5.600M,,1.700M
USD::API Weekly Gasoline Stock::none,2016-01-06,05:35,,7.100M,,-3.200M
AUD::AIG Services Index::none,2016-01-06,06:30,dec,46.3,,48.2
GBP::BRC Shop Price Index::y/y,2016-01-06,08:00,,-2.0%,,-2.1%
TWD::CPI::m/m,2016-01-06,08:30,dec,-0.20%,,-0.11%
TWD::CPI::y/y,2016-01-06,08:30,dec,0.14%,0.49%,0.53%
TWD::Wholesale Prices::m/m,2016-01-06,08:30,dec,-7.06%,-7.46%,-7.75%
COP::CPI::m/m,2016-01-06,09:00,,0.62%,0.63%,0.60%
COP::CPI::y/y,2016-01-06,09:00,,6.77%,6.78%,6.39%
EUR::Estonian Industrial Production::m/m,2016-01-06,14:00,nov,-2.60%,,0.90%
EUR::Estonian Industrial Production::y/y,2016-01-06,14:00,nov,-6.20%,,-2.10%
RON::PPI::y/y,2016-01-06,15:00,nov,-2.60%,,-2.60%
EUR::French Consumer Confidence::none,2016-01-06,15:45,dec,96,95,96
HUF::PPI::y/y,2016-01-06,16:00,nov,-0.8%,,-1.3%
IDR::Consumer Confidence::none,2016-01-06,17:00,dec,107.5,,103.7
NOK::House Price Index::y/y,2016-01-06,17:00,dec,5.00%,,6.00%
EUR::PPI::m/m,2016-01-06,18:00,dec,-0.2%,-0.2%,-0.3%
EUR::PPI::y/y,2016-01-06,18:00,dec,-3.2%,-3.1%,-3.2%
EUR::German 2-Year Schatz Auction::none,2016-01-06,18:35,,-0.380%,,-0.320%
EUR::Irish Retail Sales::m/m,2016-01-06,19:00,nov,2.2%,,-0.8%
EUR::Irish Retail Sales::y/y,2016-01-06,19:00,nov,9.3%,,6.9%
USD::MBA 30-Year Mortgage Rate::none,2016-01-06,20:00,,4.20%,,4.16%
USD::MBA Mortgage Applications::w/w,2016-01-06,20:00,,-11.6%,,7.3%
USD::MBA Purchase Index::none,2016-01-06,20:00,,196.2,,230.8
USD::Mortgage Market Index::none,2016-01-06,20:00,,328.6,,450.0
USD::Mortgage Refinance Index::none,2016-01-06,20:00,,"1,114.8",,"1,764.0"
USD::ADP Nonfarm Employment Change::none,2016-01-06,21:15,dec,257K,192K,211K
CAD::Exports::none,2016-01-06,21:30,nov,43.25B,,43.09B
CAD::Imports::none,2016-01-06,21:30,nov,45.24B,,45.58B
CAD::Trade Balance::none,2016-01-06,21:30,nov,-1.99B,-2.60B,-2.49B
USD::Trade Balance::none,2016-01-06,21:30,nov,-42.37B,-44.00B,-44.58B
BRL::Foreign Exchange Flows::none,2016-01-06,22:30,,-2.15B,,0.81B
USD::Factory Orders::m/m,2016-01-06,23:00,nov,-0.2%,-0.2%,1.3%
USD::Factory orders ex transportation::m/m,2016-01-06,23:00,nov,-0.3%,,0.1%
HUF::Budget Balance::none,2016-01-06,23:00,dec,-247.8B,,-154.5B
USD::ISM Non-Manufacturing Business Activity::none,2016-01-06,23:00,dec,58.7,58.4,58.2
USD::ISM Non-Manufacturing Employment::none,2016-01-06,23:00,dec,55.7,,55.0
USD::ISM Non-Manufacturing New Orders::none,2016-01-06,23:00,dec,58.2,,57.5
USD::ISM Non-Manufacturing PMI::none,2016-01-06,23:00,dec,55.3,56.0,55.9
USD::ISM Non-Manufacturing Prices::none,2016-01-06,23:00,dec,49.7,,50.3
USD::Crude Oil Inventories::none,2016-01-06,23:30,,-5.085M,0.439M,2.629M
USD::EIA Weekly Distillates Stocks::none,2016-01-06,23:30,,6.308M,2.027M,1.795M
USD::Gasoline Inventories::none,2016-01-06,23:30,,10.576M,2.308M,0.925M
NA::Egypt - Eastern Christmas::none,2016-01-07,All Day,,,,
NA::Palestinian Territory - Christmas::none,2016-01-07,All Day,,,,
NA::Russia - Orthodox Christmas::none,2016-01-07,All Day,,,,
NA::Ukraine - Orthodox Christmas::none,2016-01-07,All Day,,,,
USD::Fed's Balance Sheet::none,2016-01-07,04:30,,"4,486.61B",,"4,486.59B"
JPY::Foreign Bonds Buying::none,2016-01-07,07:50,,85.9B,,147.2B
JPY::Foreign Investments in Japanese Stocks::none,2016-01-07,07:50,,135.7B,,-226.2B
SGD::GDP::q/q,2016-01-07,08:00,q4,5.7%,2.1%,1.9%
AUD::Building Approvals::m/m,2016-01-07,08:30,nov,-12.7%,-3.0%,3.3%
AUD::Exports::m/m,2016-01-07,08:30,nov,1%,,-3%
AUD::Imports::m/m,2016-01-07,08:30,nov,-1%,,0%
AUD::Private House Approvals::none,2016-01-07,08:30,nov,-0.5%,,-2.0%
AUD::Trade Balance::none,2016-01-07,08:30,nov,-2.906B,-3.100B,-3.247B
JPY::30-Year JGB Auction::none,2016-01-07,11:45,,1.224%,,1.397%
MYR::Exports::y/y,2016-01-07,12:00,nov,6.3%,12.2%,16.7%
MYR::Imports::y/y,2016-01-07,12:00,nov,9.1%,14.1%,-0.4%
MYR::Trade Balance::none,2016-01-07,12:00,nov,10.23B,12.00B,12.16B
THB::Consumer Confidence::none,2016-01-07,12:00,dec,76.1,,74.6
EUR::Dutch CPI::y/y,2016-01-07,13:30,,0.7%,,0.6%
EUR::Finnish Trade Balance::none,2016-01-07,15:00,nov,-0.24B,,-0.16B
EUR::German Factory Orders::m/m,2016-01-07,15:00,nov,1.5%,0.1%,1.7%
EUR::German Retail Sales::m/m,2016-01-07,15:00,nov,0.2%,0.5%,-0.1%
EUR::German Retail Sales::y/y,2016-01-07,15:00,nov,2.3%,2.4%,2.5%
BRL::IPC-Fipe Inflation Index::m/m,2016-01-07,15:00,dec,0.82%,0.90%,1.06%
SEK::Services PMI::m/m,2016-01-07,15:30,dec,58.0,,56.3
PHP::FX Reserves USD::none,2016-01-07,15:55,dec,80.61B,,80.17B
HUF::Retail Sales::y/y,2016-01-07,16:00,nov,4.4%,,4.6%
DKK::Unemployment Rate::none,2016-01-07,16:00,nov,3.7%,,3.8%
EUR::Austrian Wholesale Prices n.s.a::m/m,2016-01-07,16:00,dec,-1.6%,,-0.3%
EUR::Austrian Wholesale Prices n.s.a::y/y,2016-01-07,16:00,dec,-3.0%,,-3.5%
GBP::Halifax House Price Index::m/m,2016-01-07,16:00,dec,1.7%,0.5%,0.0%
GBP::Halifax House Price Index::y/y,2016-01-07,16:00,dec,9.5%,9.0%,9.0%
HKD::Foreign Reserves (USD)::none,2016-01-07,16:30,dec,358.80B,,355.80B
EUR::Italian Monthly Unemployment Rate::none,2016-01-07,17:00,nov,11.3%,11.5%,11.5%
