Issue,EventId,Cur,Event,Period,Date,Time,PreviousRaw,PriorActual,PreviousEffective,Details
previous_missing_filled,USD::Beige Book::none,USD,Beige Book,,2023-01-19,03:00,,0.00,0.00,
previous_missing_filled,USD::Beige Book::none,USD,Beige Book,,2023-03-09,03:00,,0.00,0.00,
previous_missing_filled,USD::Beige Book::none,USD,Beige Book,,2023-04-20,02:00,,0.00,0.00,
previous_missing_filled,USD::Beige Book::none,USD,Beige Book,,2023-06-01,02:00,,0.00,0.00,
previous_missing_filled,USD::Beige Book::none,USD,Beige Book,,2023-07-13,02:00,,0.00,0.00,
previous_missing_filled,USD::Beige Book::none,USD,Beige Book,,2023-09-07,02:00,,0.00,0.00,
previous_missing_filled,USD::Beige Book::none,USD,Beige Book,,2023-10-19,02:00,,0.00,0.00,
previous_missing_filled,USD::Beige Book::none,USD,Beige Book,,2023-11-30,03:00,,0.00,0.00,
previous_missing_filled,AUD::RBA Bulletin::none,AUD,RBA Bulletin,,2023-03-16,08:30,,0.00,0.00,
previous_missing_filled,AUD::RBA Bulletin::none,AUD,RBA Bulletin,,2023-06-15,09:30,,0.00,0.00,
previous_missing_filled,AUD::RBA Bulletin::none,AUD,RBA Bulletin,,2023-09-21,09:30,,0.00,0.00,
previous_missing_filled,CHF::SNB Board Member Jordan Speaks::none,CHF,SNB Board Member Jordan Speaks,,2023-05-31,23:00,,0.00,0.00,
previous_missing_filled,CHF::SNB Board Member Jordan Speaks::none,CHF,SNB Board Member Jordan Speaks,,2023-06-08,20:05,,0.00,0.00,
previous_missing_filled,CHF::SNB Board Member Jordan Speaks::none,CHF,SNB Board Member Jordan Speaks,,2023-11-18,17:00,,0.00,0.00,
previous_missing_filled,ZAR::PPI::m/m,ZAR,PPI (MoM)  (Jan),jan,2023-02-23,17:30,,0.0%,0.0%,
previous_missing_filled,EUR::Irish Retail Sales::m/m,EUR,Irish Retail Sales (MoM)  (Jan),jan,2023-02-28,19:00,,0.0%,0.0%,
stale_missing_actual_dropped,USD::Beige Book::none,USD,Beige Book,,2023-01-19,03:00,,,,"{""cutoff"": ""12-02-2026 11:55""}"
stale_missing_actual_dropped,USD::Beige Book::none,USD,Beige Book,,2023-03-09,03:00,,,,"{""cutoff"": ""12-02-2026 11:55""}"
stale_missing_actual_dropped,USD::Beige Book::none,USD,Beige Book,,2023-04-20,02:00,,,,"{""cutoff"": ""12-02-2026 11:55""}"
stale_missing_actual_dropped,USD::Beige Book::none,USD,Beige Book,,2023-06-01,02:00,,,,"{""cutoff"": ""12-02-2026 11:55""}"
stale_missing_actual_dropped,USD::Beige Book::none,USD,Beige Book,,2023-07-13,02:00,,,,"{""cutoff"": ""12-02-2026 11:55""}"
stale_missing_actual_dropped,USD::Beige Book::none,USD,Beige Book,,2023-09-07,02:00,,,,"{""cutoff"": ""12-02-2026 11:55""}"
stale_missing_actual_dropped,USD::Beige Book::none,USD,Beige Book,,2023-10-19,02:00,,,,"{""cutoff"": ""12-02-2026 11:55""}"
stale_missing_actual_dropped,USD::Beige Book::none,USD,Beige Book,,2023-11-30,03:00,,,,"{""cutoff"": ""12-02-2026 11:55""}"
stale_missing_actual_dropped,AUD::RBA Bulletin::none,AUD,RBA Bulletin,,2023-03-16,08:30,,,,"{""cutoff"": ""12-02-2026 11:55""}"
stale_missing_actual_dropped,AUD::RBA Bulletin::none,AUD,RBA Bulletin,,2023-06-15,09:30,,,,"{""cutoff"": ""12-02-2026 11:55""}"
stale_missing_actual_dropped,AUD::RBA Bulletin::none,AUD,RBA Bulletin,,2023-09-21,09:30,,,,"{""cutoff"": ""12-02-2026 11:55""}"
stale_missing_actual_dropped,CHF::SNB Board Member Jordan Speaks::none,CHF,SNB Board Member Jordan Speaks,,2023-05-31,23:00,,,,"{""cutoff"": ""12-02-2026 11:55""}"
stale_missing_actual_dropped,CHF::SNB Board Member Jordan Speaks::none,CHF,SNB Board Member Jordan Speaks,,2023-06-08,20:05,,,,"{""cutoff"": ""12-02-2026 11:55""}"
stale_missing_actual_dropped,CHF::SNB Board Member Jordan Speaks::none,CHF,SNB Board Member Jordan Speaks,,2023-11-18,17:00,,,,"{""cutoff"": ""12-02-2026 11:55""}"
stale_missing_actual_dropped,CNY::New Loans::none,CNY,New Loans,,2023-01-10,21:15,,,,"{""cutoff"": ""12-02-2026 11:55""}"
stale_missing_actual_dropped,USD::US Commercial Banks Deposits::none,USD,US Commercial Banks Deposits,,2023-06-10,04:30,,,,"{""cutoff"": ""12-02-2026 11:55""}"
