Issue,EventId,Cur,Event,Period,Date,Time,PreviousRaw,PriorActual,PreviousEffective,Details
previous_missing_filled,USD::beige book::none,USD,Beige Book,,2024-01-18,03:00,,0.00,0.00,
previous_missing_filled,USD::beige book::none,USD,Beige Book,,2024-03-07,03:00,,0.00,0.00,
previous_missing_filled,USD::beige book::none,USD,Beige Book,,2024-04-18,02:00,,0.00,0.00,
previous_missing_filled,USD::beige book::none,USD,Beige Book,,2024-05-30,02:00,,0.00,0.00,
previous_missing_filled,USD::beige book::none,USD,Beige Book,,2024-07-18,02:00,,0.00,0.00,
previous_missing_filled,USD::beige book::none,USD,Beige Book,,2024-09-05,02:00,,0.00,0.00,
previous_missing_filled,USD::beige book::none,USD,Beige Book,,2024-10-24,02:00,,0.00,0.00,
previous_missing_filled,USD::beige book::none,USD,Beige Book,,2024-12-05,03:00,,0.00,0.00,
previous_missing_filled,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2024-01-26,07:50,,0.00,0.00,
previous_missing_filled,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2024-03-25,07:50,,0.00,0.00,
previous_missing_filled,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2024-05-02,07:50,,0.00,0.00,
previous_missing_filled,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2024-06-19,07:50,,0.00,0.00,
previous_missing_filled,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2024-08-05,07:50,,0.00,0.00,
previous_missing_filled,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2024-09-26,07:50,,0.00,0.00,
previous_missing_filled,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2024-11-06,07:50,,0.00,0.00,
previous_missing_filled,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2024-12-24,07:50,,0.00,0.00,
previous_missing_filled,GBP::boe mpc treasury committee hearings::none,GBP,BoE MPC Treasury Committee Hearings,,2024-02-20,17:45,,0.00,0.00,
previous_missing_filled,GBP::boe mpc treasury committee hearings::none,GBP,BoE MPC Treasury Committee Hearings,,2024-11-19,18:00,,0.00,0.00,
previous_missing_filled,USD::fomc meeting minutes::none,USD,FOMC Meeting Minutes,,2024-01-04,03:00,,0.00,0.00,
previous_missing_filled,USD::fomc meeting minutes::none,USD,FOMC Meeting Minutes,,2024-02-22,03:00,,0.00,0.00,
previous_missing_filled,USD::fomc meeting minutes::none,USD,FOMC Meeting Minutes,,2024-04-11,02:00,,0.00,0.00,
previous_missing_filled,USD::fomc meeting minutes::none,USD,FOMC Meeting Minutes,,2024-05-23,02:00,,0.00,0.00,
previous_missing_filled,USD::fomc meeting minutes::none,USD,FOMC Meeting Minutes,,2024-07-04,02:00,,0.00,0.00,
previous_missing_filled,USD::fomc meeting minutes::none,USD,FOMC Meeting Minutes,,2024-08-22,02:00,,0.00,0.00,
previous_missing_filled,USD::fomc meeting minutes::none,USD,FOMC Meeting Minutes,,2024-10-10,02:00,,0.00,0.00,
previous_missing_filled,USD::fomc meeting minutes::none,USD,FOMC Meeting Minutes,,2024-11-27,03:00,,0.00,0.00,
previous_missing_filled,AUD::rba bulletin::none,AUD,RBA Bulletin,,2024-01-25,08:30,,0.00,0.00,
previous_missing_filled,AUD::rba bulletin::none,AUD,RBA Bulletin,,2024-04-18,09:30,,0.00,0.00,
previous_missing_filled,AUD::rba bulletin::none,AUD,RBA Bulletin,,2024-07-18,09:30,,0.00,0.00,
previous_missing_filled,AUD::rba bulletin::none,AUD,RBA Bulletin,,2024-10-17,08:30,,0.00,0.00,
previous_missing_filled,CHF::snb board member jordan speaks::none,CHF,SNB Board Member Jordan Speaks,,2024-04-26,16:00,,0.00,0.00,
previous_missing_filled,CHF::snb board member jordan speaks::none,CHF,SNB Board Member Jordan Speaks,,2024-05-06,20:25,,0.00,0.00,
previous_missing_filled,CHF::snb board member jordan speaks::none,CHF,SNB Board Member Jordan Speaks,,2024-05-28,12:55,,0.00,0.00,
previous_missing_filled,CHF::snb board member jordan speaks::none,CHF,SNB Board Member Jordan Speaks,,2024-05-30,08:00,,0.00,0.00,
previous_missing_filled,USD::eia weekly refinery utilization rates::w/w,USD,EIA Weekly Refinery Utilization Rates (WoW),,2024-02-28,23:30,,0.0%,0.0%,
previous_missing_filled,USD::atlanta fed gdpnow::none,USD,Atlanta Fed GDPNow  (Q1),q1,2024-01-27,00:30,,2.4%,2.4%,
previous_missing_filled,USD::atlanta fed gdpnow::none,USD,Atlanta Fed GDPNow  (Q2),q2,2024-04-27,00:00,,2.7%,2.7%,
previous_missing_filled,USD::atlanta fed gdpnow::none,USD,Atlanta Fed GDPNow  (Q3),q3,2024-07-26,22:30,,2.6%,2.6%,
previous_missing_filled,USD::atlanta fed gdpnow::none,USD,Atlanta Fed GDPNow  (Q4),q4,2024-10-31,23:30,,2.8%,2.8%,
stale_missing_actual_dropped,USD::beige book::none,USD,Beige Book,,2024-01-18,03:00,,,,"{""cutoff"": ""23-01-2026 02:26""}"
stale_missing_actual_dropped,USD::beige book::none,USD,Beige Book,,2024-03-07,03:00,,,,"{""cutoff"": ""23-01-2026 02:26""}"
stale_missing_actual_dropped,USD::beige book::none,USD,Beige Book,,2024-04-18,02:00,,,,"{""cutoff"": ""23-01-2026 02:26""}"
stale_missing_actual_dropped,USD::beige book::none,USD,Beige Book,,2024-05-30,02:00,,,,"{""cutoff"": ""23-01-2026 02:26""}"
stale_missing_actual_dropped,USD::beige book::none,USD,Beige Book,,2024-07-18,02:00,,,,"{""cutoff"": ""23-01-2026 02:26""}"
stale_missing_actual_dropped,USD::beige book::none,USD,Beige Book,,2024-09-05,02:00,,,,"{""cutoff"": ""23-01-2026 02:26""}"
stale_missing_actual_dropped,USD::beige book::none,USD,Beige Book,,2024-10-24,02:00,,,,"{""cutoff"": ""23-01-2026 02:26""}"
stale_missing_actual_dropped,USD::beige book::none,USD,Beige Book,,2024-12-05,03:00,,,,"{""cutoff"": ""23-01-2026 02:26""}"
stale_missing_actual_dropped,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2024-01-26,07:50,,,,"{""cutoff"": ""23-01-2026 02:26""}"
stale_missing_actual_dropped,JPY::monetary policy meeting minutes::none,JPY,Monetary Policy Meeting Minutes,,2024-03-25,07:50,,,,"{""cutoff"": ""23-01-2026 02:26""}"
