EventId,Date,Time,Period,Actual,Forecast,Previous
USD::u.s. baker hughes oil rig count::none,2010-01-01,01:00,,418,,416
MXN::1st half - month cpi::none,2010-01-01,17:00,dec,0.25%,,0.53%
MXN::1st half - month core cpi::none,2010-01-01,17:00,dec,0.35%,,0.11%
USD::3 - year note auction::none,2010-01-01,17:00,dec,1.13%,,1.38%
USD::30 - year bond auction::none,2010-01-01,17:00,dec,4.38%,,4.38%
USD::5 - year note auction::none,2010-01-01,17:00,dec,2.63%,,2.13%
USD::7 - year note auction::none,2010-01-01,17:00,dec,3.25%,,2.75%
USD::all car sales::none,2010-01-01,17:00,dec,5.80M,,5.54M
USD::all truck sales::none,2010-01-01,17:00,dec,5.26M,,5.27M
GBP::average earnings ex bonus::none,2010-01-01,17:00,dec,1.10%,,1.10%
INR::bank loan growth::none,2010-01-01,17:00,dec,11.97%,,10.06%
GBP::boe consumer credit::none,2010-01-01,17:00,dec,0.13B,,-0.18B
GBP::boe qe total::none,2010-01-01,17:00,dec,200.00B,,200.00B
CAD::budget balance::none,2010-01-01,17:00,dec,-3.06B,,-4.36B
CAD::budget balance::y/y,2010-01-01,17:00,dec,-39.36B,,-36.30B
USD::building permits::m/m,2010-01-01,17:00,dec,10.90%,,6.00%
USD::cb employment trends index::none,2010-01-01,17:00,dec,95.20,,93.60
GBP::cpi::m/m,2010-01-01,17:00,dec,0.60%,,0.30%
KRW::cpi::m/m,2010-01-01,17:00,dec,0.40%,,0.20%
MXN::cpi::m/m,2010-01-01,17:00,dec,0.41%,,0.52%
SEK::cpi::m/m,2010-01-01,17:00,dec,0.20%,,0.00%
CAD::cpi::y/y,2010-01-01,17:00,dec,1.30%,,1.00%
CHF::cpi::y/y,2010-01-01,17:00,dec,0.30%,,0.00%
KRW::cpi::y/y,2010-01-01,17:00,dec,2.80%,,2.40%
MXN::cpi::y/y,2010-01-01,17:00,dec,3.57%,,3.86%
SEK::cpi::y/y,2010-01-01,17:00,dec,0.90%,,-0.70%
"USD::cpi index, n.s.a.::none",2010-01-01,17:00,dec,215.95,,216.33
SEK::cpif (cpi at constant interest rates)::m/m,2010-01-01,17:00,dec,0.20%,,0.00%
SEK::cpif (cpi at constant interest rates)::y/y,2010-01-01,17:00,dec,2.40%,,2.00%
INR::cash reserve ratio::none,2010-01-01,17:00,dec,5.00%,,5.00%
USD::chain store sales::m/m,2010-01-01,17:00,dec,3.60%,,-0.20%
USD::chain store sales::w/w,2010-01-01,17:00,dec,0.34%,,-0.13%
USD::chain store sales::y/y,2010-01-01,17:00,dec,2.00%,,2.91%
USD::challenger job cuts::none,2010-01-01,17:00,dec,45.09K,,50.35K
USD::chicago fed national activity::none,2010-01-01,17:00,dec,-0.66,,-0.06
USD::cleveland cpi::m/m,2010-01-01,17:00,dec,0.00%,,0.00%
KRW::consumer confidence::none,2010-01-01,17:00,dec,114.00,,116.00
MXN::consumer confidence::none,2010-01-01,17:00,dec,79.40,,80.10
SEK::consumer confidence::none,2010-01-01,17:00,dec,101.70,,104.60
MXN::consumer confidence n.s.a.::none,2010-01-01,17:00,dec,80.10,,78.20
USD::continuing jobless claims::none,2010-01-01,17:00,dec,"5,088.09K",,"5,452.33K"
MXN::core cpi::m/m,2010-01-01,17:00,dec,0.47%,,0.14%
CAD::core cpi::y/y,2010-01-01,17:00,dec,1.50%,,1.50%
USD::core cpi index::none,2010-01-01,17:00,dec,220.88,,220.67
USD::core pce price index::y/y,2010-01-01,17:00,dec,1.50%,,1.40%
GBP::core ppi output::m/m,2010-01-01,17:00,dec,0.20%,,0.10%
GBP::core ppi output::y/y,2010-01-01,17:00,dec,0.10%,,-0.10%
GBP::core rpi::m/m,2010-01-01,17:00,dec,0.60%,,0.30%
GBP::core rpi::y/y,2010-01-01,17:00,dec,3.80%,,2.70%
GBP::core retail sales::m/m,2010-01-01,17:00,dec,-0.20%,,0.40%
GBP::core retail sales::y/y,2010-01-01,17:00,dec,1.60%,,2.70%
INR::cumulative industrial production::none,2010-01-01,17:00,dec,8.60%,,7.40%
KRW::current account::none,2010-01-01,17:00,dec,3.65B,,1.22B
USD::dallas fed mfg business index::none,2010-01-01,17:00,dec,3.80,,-0.30
USD::dallas fed pce::none,2010-01-01,17:00,dec,0.60%,,1.00%
USD::dallas fed services revenues::none,2010-01-01,17:00,dec,1.90,,0.40
INR::deposit growth::none,2010-01-01,17:00,dec,18.03%,,18.75%
USD::domestic truck sales::none,2010-01-01,17:00,dec,4.42M,,4.46M
USD::durables excluding defense::m/m,2010-01-01,17:00,dec,0.30%,,0.00%
USD::eia weekly distillates stocks::none,2010-01-01,17:00,dec,-1.51M,,-0.32M
MXN::economic activity::m/m,2010-01-01,17:00,dec,0.10%,,1.19%
MXN::economic activity::y/y,2010-01-01,17:00,dec,0.89%,,-0.35%
USD::existing home sales::m/m,2010-01-01,17:00,dec,-19.10%,,8.40%
USD::export price index::m/m,2010-01-01,17:00,dec,0.70%,,0.80%
KRW::export price index::y/y,2010-01-01,17:00,dec,-8.60%,,-13.40%
CAD::exports::none,2010-01-01,17:00,dec,32.13B,,31.51B
INR::exports (usd)::none,2010-01-01,17:00,dec,16.49B,,14.93B
KRW::exports::y/y,2010-01-01,17:00,dec,32.80%,,17.90%
KRW::fx reserves - usd::none,2010-01-01,17:00,dec,269.99B,,270.89B
"INR::fx reserves, usd::none",2010-01-01,17:00,dec,283.52B,,287.37B
USD::factory orders ex transportation::m/m,2010-01-01,17:00,dec,1.00%,,1.50%
INR::federal fiscal deficit::none,2010-01-01,17:00,dec,"3,099.80B",,"3,062.21B"
MXN::fiscal balance::none,2010-01-01,17:00,dec,-55.37B,,-38.52B
CAD::foreign securities purchases by canadians::none,2010-01-01,17:00,dec,0.66B,,2.03B
CAD::full employment change::none,2010-01-01,17:00,dec,-13.10K,,56.40K
USD::gasoline inventories::none,2010-01-01,17:00,dec,0.96M,,1.49M
USD::goods orders non defense ex air::m/m,2010-01-01,17:00,dec,1.30%,,2.90%
USD::government payrolls::none,2010-01-01,17:00,dec,-51.00K,,9.00K
MXN::gross fixed investments::m/m,2010-01-01,17:00,dec,-0.68%,,2.39%
MXN::gross fixed investments::y/y,2010-01-01,17:00,dec,-2.97%,,-2.85%
GBP::halifax house price index::y/y,2010-01-01,17:00,dec,1.10%,,-1.60%
USD::house price index::none,2010-01-01,17:00,dec,191.90,,194.10
USD::house price index::y/y,2010-01-01,17:00,dec,-2.00%,,-1.00%
SEK::household lending growth::y/y,2010-01-01,17:00,dec,9.33%,,9.00%
USD::housing starts::m/m,2010-01-01,17:00,dec,-1.20%,,10.10%
CAD::ippi::y/y,2010-01-01,17:00,dec,-0.30%,,-3.00%
USD::ism manufacturing employment::none,2010-01-01,17:00,dec,51.60,,51.70
USD::ism manufacturing new orders index::none,2010-01-01,17:00,dec,63.00,,60.60
USD::ism non - manufacturing business activity::none,2010-01-01,17:00,dec,53.00,,50.90
USD::ism non - manufacturing employment::none,2010-01-01,17:00,dec,44.60,,42.80
USD::ism non - manufacturing new orders::none,2010-01-01,17:00,dec,51.60,,54.90
USD::ism non - manufacturing prices::none,2010-01-01,17:00,dec,58.50,,58.10
USD::ism - new york index::none,2010-01-01,17:00,dec,392.80,,386.20
KRW::import price index::y/y,2010-01-01,17:00,dec,-1.40%,,-7.50%
CAD::imports::none,2010-01-01,17:00,dec,32.91B,,31.84B
INR::imports (usd)::none,2010-01-01,17:00,dec,28.25B,,25.00B
KRW::imports::y/y,2010-01-01,17:00,dec,23.90%,,2.40%
SEK::industrial new orders::y/y,2010-01-01,17:00,dec,2.47%,,-2.70%
KRW::industrial production::m/m,2010-01-01,17:00,dec,1.70%,,0.80%
MXN::industrial production::m/m,2010-01-01,17:00,dec,-0.38%,,1.67%
SEK::industrial production::m/m,2010-01-01,17:00,dec,-0.10%,,0.30%
GBP::industrial production::y/y,2010-01-01,17:00,dec,-2.70%,,-3.40%
KRW::industrial production::y/y,2010-01-01,17:00,dec,34.80%,,18.50%
MXN::industrial production::y/y,2010-01-01,17:00,dec,-0.56%,,-1.24%
SEK::industrial production::y/y,2010-01-01,17:00,dec,-6.00%,,-12.40%
KRW::interest rate decision::none,2010-01-01,17:00,dec,2.00%,,2.00%
MXN::interest rate decision::none,2010-01-01,17:00,dec,4.50%,,4.50%
SEK::interest rate decision::none,2010-01-01,17:00,dec,0.25%,,0.25%
EUR::italian business confidence::none,2010-01-01,17:00,dec,93.00,,91.40
EUR::italian cpi::y/y,2010-01-01,17:00,dec,1.00%,,0.60%
EUR::italian consumer confidence::none,2010-01-01,17:00,dec,105.90,,104.70
EUR::italian hicp::m/m,2010-01-01,17:00,dec,0.20%,,0.10%
EUR::italian hicp::y/y,2010-01-01,17:00,dec,1.10%,,0.80%
EUR::italian industrial new orders::m/m,2010-01-01,17:00,dec,1.32%,,-0.11%
EUR::italian industrial new orders::y/y,2010-01-01,17:00,dec,9.18%,,0.67%
EUR::italian industrial production::y/y,2010-01-01,17:00,dec,-6.40%,,-9.40%
EUR::italian industrial sales::m/m,2010-01-01,17:00,dec,2.28%,,1.65%
EUR::italian industrial sales::y/y,2010-01-01,17:00,dec,0.93%,,-5.34%
EUR::italian ppi::m/m,2010-01-01,17:00,dec,0.00%,,0.30%
EUR::italian ppi::y/y,2010-01-01,17:00,dec,-1.40%,,-3.10%
EUR::italian retail sales::y/y,2010-01-01,17:00,dec,0.42%,,-1.52%
EUR::italian trade balance eu::none,2010-01-01,17:00,dec,-1.47B,,-0.85B
EUR::italian trade balance non - eu::none,2010-01-01,17:00,dec,1.33B,,-0.15B
EUR::italian wage inflation::m/m,2010-01-01,17:00,dec,0.00%,,0.00%
EUR::italian wage inflation::y/y,2010-01-01,17:00,dec,2.80%,,3.10%
CAD::ivey pmi n.s.a::none,2010-01-01,17:00,dec,48.40,,55.90
USD::jolts job openings::none,2010-01-01,17:00,dec,2.49M,,2.42M
USD::jobless claims 4 - week avg.::none,2010-01-01,17:00,dec,485.47K,,509.36K
USD::kc fed composite index::none,2010-01-01,17:00,dec,2.00,,6.00
USD::kc fed manufacturing index::none,2010-01-01,17:00,dec,10.00,,16.00
CHF::kof leading indicators::none,2010-01-01,17:00,dec,113.70,,114.40
KRW::m2 money supply::none,2010-01-01,17:00,dec,10.80%,,10.00%
USD::mba 30 - year mortgage rate::none,2010-01-01,17:00,dec,4.99%,,4.84%
USD::mba purchase index::none,2010-01-01,17:00,dec,222.19,,221.00
KRW::manufacturing bsi index::none,2010-01-01,17:00,dec,89.00,,93.00
SEK::manufacturing confidence::none,2010-01-01,17:00,dec,-2.00,,-7.00
SEK::manufacturing pmi::none,2010-01-01,17:00,dec,58.20,,56.00
USD::manufacturing payrolls::none,2010-01-01,17:00,dec,-34.00K,,-29.00K
USD::manufacturing production::m/m,2010-01-01,17:00,dec,-0.10%,,1.00%
GBP::manufacturing production::y/y,2010-01-01,17:00,dec,-1.40%,,-3.00%
USD::michigan 5 - year inflation expectations::none,2010-01-01,17:00,dec,2.70%,,3.10%
USD::michigan consumer expectations::none,2010-01-01,17:00,dec,69.70,,66.50
USD::michigan current conditions::none,2010-01-01,17:00,dec,78.00,,69.60
USD::midwest manufacturing::none,2010-01-01,17:00,dec,73.40,,73.10
GBP::mortgage lending::none,2010-01-01,17:00,dec,1.21B,,1.49B
USD::mortgage market index::none,2010-01-01,17:00,dec,570.75,,620.10
USD::mortgage refinance index::none,2010-01-01,17:00,dec,"2,661.53",,"2,960.85"
USD::nfib small business optimism::none,2010-01-01,17:00,dec,88.00,,88.30
GBP::nationwide hpi::y/y,2010-01-01,17:00,dec,5.90%,,2.70%
USD::new home sales::m/m,2010-01-01,17:00,dec,-6.10%,,-5.30%
USD::overall net capital flow::none,2010-01-01,17:00,dec,66.00B,,27.30B
KRW::ppi::m/m,2010-01-01,17:00,dec,0.50%,,0.40%
SEK::ppi::m/m,2010-01-01,17:00,dec,0.18%,,0.88%
CHF::ppi::y/y,2010-01-01,17:00,dec,-2.50%,,-3.30%
KRW::ppi::y/y,2010-01-01,17:00,dec,1.80%,,-0.40%
SEK::ppi::y/y,2010-01-01,17:00,dec,-0.78%,,-1.72%
GBP::ppi input::y/y,2010-01-01,17:00,dec,3.80%,,0.60%
GBP::ppi output::y/y,2010-01-01,17:00,dec,1.20%,,1.00%
CAD::part time employment change::none,2010-01-01,17:00,dec,-2.20K,,24.30K
CAD::participation rate::none,2010-01-01,17:00,dec,67.00%,,67.10%
USD::pending home sales index::none,2010-01-01,17:00,dec,92.30,,95.20
USD::philly fed business conditions::none,2010-01-01,17:00,dec,33.60,,41.50
USD::philly fed capex index::none,2010-01-01,17:00,dec,12.60,,11.90
USD::philly fed employment::none,2010-01-01,17:00,dec,4.00,,-4.00
USD::philly fed new orders::none,2010-01-01,17:00,dec,3.30,,11.80
USD::philly fed prices paid::none,2010-01-01,17:00,dec,30.20,,22.60
USD::private nonfarm payrolls::none,2010-01-01,17:00,dec,-232.00K,,-15.00K
GBP::public sector net cash requirement::none,2010-01-01,17:00,dec,21.05B,,18.30B
CAD::rmpi::y/y,2010-01-01,17:00,dec,28.20%,,9.80%
GBP::rpi::m/m,2010-01-01,17:00,dec,0.60%,,0.30%
USD::real earnings::m/m,2010-01-01,17:00,dec,0.00%,,0.20%
USD::real personal consumption::m/m,2010-01-01,17:00,dec,0.50%,,0.00%
USD::redbook::m/m,2010-01-01,17:00,dec,-4.86%,,4.20%
USD::redbook::y/y,2010-01-01,17:00,dec,1.88%,,2.51%
USD::retail control::m/m,2010-01-01,17:00,dec,0.80%,,0.00%
MXN::retail sales::m/m,2010-01-01,17:00,dec,1.34%,,0.02%
SEK::retail sales::m/m,2010-01-01,17:00,dec,0.90%,,-0.50%
GBP::retail sales::y/y,2010-01-01,17:00,dec,2.10%,,3.10%
MXN::retail sales::y/y,2010-01-01,17:00,dec,-0.99%,,-1.81%
SEK::retail sales::y/y,2010-01-01,17:00,dec,3.90%,,3.50%
USD::retail sales ex gas/autos::m/m,2010-01-01,17:00,dec,0.50%,,0.30%
USD::richmond manufacturing shipments::none,2010-01-01,17:00,dec,6.00,,10.00
USD::richmond services index::none,2010-01-01,17:00,dec,-14.00,,-9.00
USD::s&p/cs hpi composite - 20 n.s.a.::m/m,2010-01-01,17:00,dec,-0.20%,,-0.20%
USD::s&p/cs hpi composite - 20 s.a.::m/m,2010-01-01,17:00,dec,0.50%,,0.50%
KRW::service sector output::m/m,2010-01-01,17:00,dec,2.30%,,-0.30%
SEK::services pmi::m/m,2010-01-01,17:00,dec,47.30,,51.90
USD::tic net long - term transactions including swaps::none,2010-01-01,17:00,dec,60.50B,,112.40B
USD::texas services sector outlook::none,2010-01-01,17:00,dec,3.80,,-1.80
