EventId,Cur,Event,Period,Date,Time,ActualRaw,ActualEffective,ActualRevisedFrom,Forecast,PreviousRaw,Previous,PreviousRevisedFrom
NA::Argentina - New Year's Day::none,,Argentina - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Australia - New Year's Day::none,,Australia - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Austria - New Year's Day::none,,Austria - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Bahrain - New Year's Day::none,,Bahrain - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Bangladesh - Bank Holiday::none,,Bangladesh - Bank Holiday,,2024-01-01,All Day,,,,,,,
NA::Belgium - New Year's Day::none,,Belgium - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Bosnia-Herzegovina - New Year's Day::none,,Bosnia-Herzegovina - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Botswana - New Year's Day::none,,Botswana - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Brazil - New Year's Day::none,,Brazil - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Bulgaria - New Year's Day::none,,Bulgaria - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Canada - New Year's Day::none,,Canada - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Chile - New Year's Day::none,,Chile - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::China - New Year's Day::none,,China - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Colombia - New Year's Day::none,,Colombia - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Costa Rica - New Year's Day::none,,Costa Rica - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Croatia - New Year's Day::none,,Croatia - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Cyprus - New Year's Day::none,,Cyprus - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Czech Republic - New Year's Day::none,,Czech Republic - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Denmark - New Year's Day::none,,Denmark - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Egypt - Bank Holiday::none,,Egypt - Bank Holiday,,2024-01-01,All Day,,,,,,,
NA::Estonia - New Year's Day::none,,Estonia - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Finland - New Year's Day::none,,Finland - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::France - New Year's Day::none,,France - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Germany - New Year's Day::none,,Germany - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Greece - New Year's Day::none,,Greece - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Hong Kong - New Year's Day::none,,Hong Kong - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Hungary - New Year's Day::none,,Hungary - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Iceland - New Year's Day::none,,Iceland - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Indonesia - New Year's Day::none,,Indonesia - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Ireland - New Year's Day::none,,Ireland - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Italy - New Year's Day::none,,Italy - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Jamaica - New Year's Day::none,,Jamaica - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Japan - New Year's Day::none,,Japan - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Jordan - New Year's Day::none,,Jordan - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Kazakhstan - New Year's Day::none,,Kazakhstan - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Kenya - New Year's Day::none,,Kenya - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Kuwait - New Year's Day::none,,Kuwait - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Latvia - New Year's Day::none,,Latvia - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Lebanon - New Year's Day::none,,Lebanon - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Lithuania - New Year's Day::none,,Lithuania - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Luxembourg - New Year's Day::none,,Luxembourg - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Malaysia - New Year's Day::none,,Malaysia - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Malta - New Year's Day::none,,Malta - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Mauritius - New Year's Day::none,,Mauritius - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Mexico - New Year's Day::none,,Mexico - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Mongolia - New Year's Day::none,,Mongolia - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Montenegro - New Year's Day::none,,Montenegro - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Morocco - New Year's Day::none,,Morocco - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Namibia - New Year's Day::none,,Namibia - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Netherlands - New Year's Day::none,,Netherlands - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::New Zealand - New Year's Day::none,,New Zealand - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Nigeria - New Year's Day::none,,Nigeria - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Norway - New Year's Day::none,,Norway - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Palestinian Territory - New Year's Day::none,,Palestinian Territory - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Peru - New Year's Day::none,,Peru - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Philippines - New Year's Day::none,,Philippines - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Poland - New Year's Day::none,,Poland - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Portugal - New Year's Day::none,,Portugal - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Qatar - New Year's Day::none,,Qatar - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Romania - New Year's Day::none,,Romania - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Russia - New Year's Day::none,,Russia - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Rwanda - New Year's Day::none,,Rwanda - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Serbia - New Year's Day::none,,Serbia - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Singapore - New Year's Day::none,,Singapore - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Slovakia - Republic Day::none,,Slovakia - Republic Day,,2024-01-01,All Day,,,,,,,
NA::Slovenia - New Year's Day::none,,Slovenia - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::South Africa - New Year's Day::none,,South Africa - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::South Korea - New Year's Day::none,,South Korea - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Spain - New Year's Day::none,,Spain - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Sri Lanka - New Year's Day::none,,Sri Lanka - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Sweden - New Year's Day::none,,Sweden - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Switzerland - New Year's Day::none,,Switzerland - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Taiwan - Republic Day::none,,Taiwan - Republic Day,,2024-01-01,All Day,,,,,,,
NA::Tanzania - New Year's Day::none,,Tanzania - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Thailand - New Year's Day::none,,Thailand - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Tunisia - New Year's Day::none,,Tunisia - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Türkiye - New Year's Day::none,,Türkiye - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::Ukraine - New Year's Day::none,,Ukraine - New Year's Day,,2024-01-01,All Day,,,,,,,
NA::United Arab Emirates - New Year's Day::none,,United Arab Emirates - New Year's Day,,2024-01-01,All Day,,,,,,,
