EventId,Cur,Event,Period,Date,Time,ActualRaw,ActualEffective,ActualRevisedFrom,Forecast,PreviousRaw,Previous,PreviousRevisedFrom
USD::10-Year Note Auction::none,USD,10-Year Note Auction  (Dec),dec,2007-01-01,17:00,4.63%,4.63%,,,4.63%,4.63%,
USD::5-Year Note Auction::none,USD,5-Year Note Auction  (Dec),dec,2007-01-01,17:00,4.63%,4.63%,,,4.50%,4.50%,
USD::All Car Sales::none,USD,All Car Sales  (Dec),dec,2007-01-01,17:00,7.94M,7.94M,,,7.42M,7.42M,
USD::All Truck Sales::none,USD,All Truck Sales  (Dec),dec,2007-01-01,17:00,8.63M,8.63M,,,8.70M,8.70M,
GBP::Average Earnings Index +Bonus::none,GBP,Average Earnings Index +Bonus  (Dec),dec,2007-01-01,17:00,4.70%,4.70%,,,4.10%,4.10%,
GBP::Average Earnings ex Bonus::none,GBP,Average Earnings ex Bonus  (Dec),dec,2007-01-01,17:00,4.00%,4.00%,,,3.80%,3.80%,
USD::Average Hourly Earnings::m/m,USD,Average Hourly Earnings (MoM)  (Dec),dec,2007-01-01,17:00,0.40%,0.40%,,,0.20%,0.20%,
USD::Average Weekly Hours::none,USD,Average Weekly Hours  (Dec),dec,2007-01-01,17:00,34.70,34.70,,,34.50,34.50,
GBP::BRC Retail Sales Monitor::y/y,GBP,BRC Retail Sales Monitor (YoY)  (Dec),dec,2007-01-01,17:00,2.50%,2.50%,,,0.50%,0.50%,
CAD::BoC Interest Rate Decision::none,CAD,BoC Interest Rate Decision  (Dec),dec,2007-01-01,17:00,4.25%,4.25%,,,4.25%,4.25%,
GBP::BoE Consumer Credit::none,GBP,BoE Consumer Credit  (Dec),dec,2007-01-01,17:00,0.87B,0.87B,,,0.90B,0.90B,
GBP::BoE Interest Rate Decision::none,GBP,BoE Interest Rate Decision  (Dec),dec,2007-01-01,17:00,5.00%,5.00%,,,5.00%,5.00%,
CAD::Budget Balance::none,CAD,Budget Balance  (Dec),dec,2007-01-01,17:00,1.29B,1.29B,,,0.46B,0.46B,
CAD::Budget Balance::y/y,CAD,Budget Balance (YoY)  (Dec),dec,2007-01-01,17:00,8.20B,8.20B,,,6.91B,6.91B,
CAD::Building Permits::m/m,CAD,Building Permits (MoM)  (Dec),dec,2007-01-01,17:00,-8.90%,-8.90%,,,2.40%,2.40%,
USD::Business Inventories::m/m,USD,Business Inventories (MoM)  (Dec),dec,2007-01-01,17:00,0.10%,0.10%,,,0.40%,0.40%,
USD::CB Consumer Confidence::none,USD,CB Consumer Confidence  (Dec),dec,2007-01-01,17:00,110.00,110.00,,,105.30,105.30,
USD::CB Employment Trends Index::none,USD,CB Employment Trends Index  (Dec),dec,2007-01-01,17:00,126.30,126.30,,,125.60,125.60,
GBP::CBI Distributive Trades Survey::none,GBP,CBI Distributive Trades Survey  (Dec),dec,2007-01-01,17:00,25.00,25.00,,,-9.00,-9.00,
GBP::CBI Industrial Trends Orders::none,GBP,CBI Industrial Trends Orders  (Dec),dec,2007-01-01,17:00,-5.00,-5.00,,,-6.00,-6.00,
CAD::CPI::m/m,CAD,CPI (MoM)  (Dec),dec,2007-01-01,17:00,0.20%,0.20%,,,0.20%,0.20%,
GBP::CPI::m/m,GBP,CPI (MoM)  (Dec),dec,2007-01-01,17:00,0.60%,0.60%,,,0.30%,0.30%,
MXN::CPI::m/m,MXN,CPI (MoM)  (Dec),dec,2007-01-01,17:00,0.58%,0.58%,,,0.52%,0.52%,
SEK::CPI::m/m,SEK,CPI (MoM)  (Dec),dec,2007-01-01,17:00,0.00%,0.60%,0.00%,,0.10%,0.10%,
CAD::CPI::y/y,CAD,CPI (YoY)  (Dec),dec,2007-01-01,17:00,1.70%,1.70%,,,1.40%,1.40%,
GBP::CPI::y/y,GBP,CPI (YoY)  (Dec),dec,2007-01-01,17:00,3.00%,3.00%,,,2.70%,2.70%,
MXN::CPI::y/y,MXN,CPI (YoY)  (Dec),dec,2007-01-01,17:00,4.05%,4.05%,,,4.09%,4.09%,
SEK::CPI::y/y,SEK,CPI (YoY)  (Dec),dec,2007-01-01,17:00,1.60%,1.90%,1.60%,,1.70%,1.70%,
"USD::CPI Index, n.s.a.::none",USD,"CPI Index, n.s.a.  (Dec)",dec,2007-01-01,17:00,201.80,201.80,,,201.50,201.50,
USD::Capacity Utilization Rate::none,USD,Capacity Utilization Rate  (Dec),dec,2007-01-01,17:00,80.30%,80.30%,,,79.70%,79.70%,
USD::Chain Store Sales::m/m,USD,Chain Store Sales (MoM)  (Dec),dec,2007-01-01,17:00,3.30%,3.30%,,,2.50%,2.50%,
