EventId,Date,Time,Period,Actual,Forecast,Previous
NA::Argentina - New Year's Day::none,2020-01-01,All Day,,,,
NA::Australia - New Year's Day::none,2020-01-01,All Day,,,,
NA::Austria - New Year's Day::none,2020-01-01,All Day,,,,
NA::Bahrain - New Year's Day::none,2020-01-01,All Day,,,,
NA::Belgium - New Year's Day::none,2020-01-01,All Day,,,,
NA::Bosnia-Herzegovina - New Year's Day::none,2020-01-01,All Day,,,,
NA::Botswana - New Year's Day::none,2020-01-01,All Day,,,,
NA::Brazil - New Year's Day::none,2020-01-01,All Day,,,,
NA::Bulgaria - New Year's Day::none,2020-01-01,All Day,,,,
NA::Canada - New Year's Day::none,2020-01-01,All Day,,,,
NA::Chile - New Year's Day::none,2020-01-01,All Day,,,,
NA::China - New Year's Day::none,2020-01-01,All Day,,,,
NA::Colombia - New Year's Day::none,2020-01-01,All Day,,,,
NA::Costa Rica - New Year's Day::none,2020-01-01,All Day,,,,
NA::Cote D'Ivoire - New Year's Day::none,2020-01-01,All Day,,,,
NA::Croatia - New Year's Day::none,2020-01-01,All Day,,,,
NA::Cyprus - New Year's Day::none,2020-01-01,All Day,,,,
NA::Czech Republic - New Year's Day::none,2020-01-01,All Day,,,,
NA::Denmark - New Year's Day::none,2020-01-01,All Day,,,,
NA::Egypt - Bank Holiday::none,2020-01-01,All Day,,,,
NA::Estonia - New Year's Day::none,2020-01-01,All Day,,,,
NA::Finland - New Year's Day::none,2020-01-01,All Day,,,,
NA::France - New Year's Day::none,2020-01-01,All Day,,,,
NA::Germany - New Year's Day::none,2020-01-01,All Day,,,,
NA::Greece - New Year's Day::none,2020-01-01,All Day,,,,
NA::Hong Kong - New Year's Day::none,2020-01-01,All Day,,,,
NA::Hungary - New Year's Day::none,2020-01-01,All Day,,,,
NA::Iceland - New Year's Day::none,2020-01-01,All Day,,,,
NA::Indonesia - New Year's Day::none,2020-01-01,All Day,,,,
NA::Iraq - New Year's Day::none,2020-01-01,All Day,,,,
NA::Ireland - New Year's Day::none,2020-01-01,All Day,,,,
NA::Italy - New Year's Day::none,2020-01-01,All Day,,,,
NA::Jamaica - New Year's Day::none,2020-01-01,All Day,,,,
NA::Japan - New Year's Day::none,2020-01-01,All Day,,,,
NA::Jordan - New Year's Day::none,2020-01-01,All Day,,,,
NA::Kazakhstan - New Year's Day::none,2020-01-01,All Day,,,,
NA::Kenya - New Year's Day::none,2020-01-01,All Day,,,,
NA::Kuwait - New Year's Day::none,2020-01-01,All Day,,,,
NA::Latvia - New Year's Day::none,2020-01-01,All Day,,,,
NA::Lebanon - New Year's Day::none,2020-01-01,All Day,,,,
NA::Lithuania - New Year's Day::none,2020-01-01,All Day,,,,
NA::Luxembourg - New Year's Day::none,2020-01-01,All Day,,,,
NA::Malawi - New Year's Day::none,2020-01-01,All Day,,,,
NA::Malaysia - New Year's Day::none,2020-01-01,All Day,,,,
NA::Malta - New Year's Day::none,2020-01-01,All Day,,,,
NA::Mauritius - New Year's Day::none,2020-01-01,All Day,,,,
NA::Mexico - New Year's Day::none,2020-01-01,All Day,,,,
NA::Mongolia - New Year's Day::none,2020-01-01,All Day,,,,
NA::Montenegro - New Year's Day::none,2020-01-01,All Day,,,,
NA::Morocco - New Year's Day::none,2020-01-01,All Day,,,,
NA::Namibia - New Year's Day::none,2020-01-01,All Day,,,,
NA::Netherlands - New Year's Day::none,2020-01-01,All Day,,,,
NA::New Zealand - New Year's Day::none,2020-01-01,All Day,,,,
NA::Nigeria - New Year's Day::none,2020-01-01,All Day,,,,
NA::Norway - New Year's Day::none,2020-01-01,All Day,,,,
NA::Peru - New Year's Day::none,2020-01-01,All Day,,,,
NA::Philippines - New Year's Day::none,2020-01-01,All Day,,,,
NA::Poland - New Year's Day::none,2020-01-01,All Day,,,,
NA::Portugal - New Year's Day::none,2020-01-01,All Day,,,,
NA::Qatar - New Year's Day::none,2020-01-01,All Day,,,,
NA::Romania - New Year's Day::none,2020-01-01,All Day,,,,
NA::Russia - New Year's Day::none,2020-01-01,All Day,,,,
NA::Rwanda - New Year's Day::none,2020-01-01,All Day,,,,
NA::Serbia - New Year's Day::none,2020-01-01,All Day,,,,
NA::Singapore - New Year's Day::none,2020-01-01,All Day,,,,
NA::Slovakia - Republic Day::none,2020-01-01,All Day,,,,
NA::Slovenia - New Year's Day::none,2020-01-01,All Day,,,,
NA::South Africa - New Year's Day::none,2020-01-01,All Day,,,,
NA::South Korea - New Year's Day::none,2020-01-01,All Day,,,,
NA::Spain - New Year's Day::none,2020-01-01,All Day,,,,
NA::Sri Lanka - CSE Customary Holiday::none,2020-01-01,All Day,,,,
NA::Sweden - New Year's Day::none,2020-01-01,All Day,,,,
NA::Switzerland - New Year's Day::none,2020-01-01,All Day,,,,
NA::Taiwan - New Year's Day::none,2020-01-01,All Day,,,,
NA::Tanzania - New Year's Day::none,2020-01-01,All Day,,,,
NA::Thailand - New Year's Day::none,2020-01-01,All Day,,,,
NA::Tunisia - New Year's Day::none,2020-01-01,All Day,,,,
NA::Türkiye - New Year's Day::none,2020-01-01,All Day,,,,
NA::Uganda - New Year's Day::none,2020-01-01,All Day,,,,
NA::Ukraine - New Year's Day::none,2020-01-01,All Day,,,,
NA::United Arab Emirates - New Year's Day::none,2020-01-01,All Day,,,,
NA::United Kingdom - New Year's Day::none,2020-01-01,All Day,,,,
NA::United States - New Year's Day::none,2020-01-01,All Day,,,,
NA::Venezuela - New Year's Day::none,2020-01-01,All Day,,,,
NA::Vietnam - New Year's Day::none,2020-01-01,All Day,,,,
NA::Zambia - New Year's Day::none,2020-01-01,All Day,,,,
NA::Zimbabwe - New Year's Day::none,2020-01-01,All Day,,,,
KRW::Exports::y/y,2020-01-01,08:00,dec,-5.2%,-6.0%,-14.4%
KRW::Imports::y/y,2020-01-01,08:00,dec,-0.7%,-4.6%,-13.0%
KRW::Trade Balance::none,2020-01-01,08:00,dec,2.02B,,3.34B
CNY::PBoC Reserve Requirement Ratio::none,2020-01-01,15:05,,12.50%,,13.00%
INR::M3 Money Supply::none,2020-01-01,19:30,,10.4%,,10.7%
INR::Foreign Debt (USD)::none,2020-01-01,20:00,q3,557.5B,,557.4B
NA::Bosnia-Herzegovina - New Year's Day::none,2020-01-02,All Day,,,,
NA::Botswana - Market Holiday::none,2020-01-02,All Day,,,,
NA::Japan - Market Holiday::none,2020-01-02,All Day,,,,
NA::Kazakhstan - New Year's Day::none,2020-01-02,All Day,,,,
NA::Mauritius - New Year's Day::none,2020-01-02,All Day,,,,
NA::Montenegro - New Year's Day::none,2020-01-02,All Day,,,,
NA::New Zealand - New Year's Day::none,2020-01-02,All Day,,,,
NA::Romania - New Year's Day::none,2020-01-02,All Day,,,,
NA::Russia - New Year's Day::none,2020-01-02,All Day,,,,
NA::Rwanda - New Year's Day::none,2020-01-02,All Day,,,,
NA::Serbia - New Year's Day::none,2020-01-02,All Day,,,,
NA::Slovenia - New Year's Day::none,2020-01-02,All Day,,,,
NA::Switzerland - New Year's Day::none,2020-01-02,All Day,,,,
USD::Fed's Balance Sheet::none,2020-01-02,04:30,,"4,173.63B",,"4,165.59B"
SGD::GDP::q/q,2020-01-02,08:00,q4,0.1%,0.4%,2.4%
SGD::GDP::y/y,2020-01-02,08:00,q4,0.8%,0.8%,0.7%
KRW::S&P Global South Korea Manufacturing PMI::none,2020-01-02,08:30,dec,50.1,,49.4
SGD::URA Property Index::q/q,2020-01-02,08:30,q4,0.30%,,0.30%
PEN::CPI::m/m,2020-01-02,10:45,,0.21%,,0.11%
THB::CPI::y/y,2020-01-02,11:30,dec,0.87%,0.90%,0.21%
THB::Core CPI::y/y,2020-01-02,11:30,dec,0.49%,0.50%,0.47%
IDR::Core Inflation::y/y,2020-01-02,12:00,,3.02%,3.11%,3.08%
IDR::Inflation::m/m,2020-01-02,12:00,,0.34%,,0.14%
IDR::Inflation::y/y,2020-01-02,12:00,,2.72%,,3.00%
AUD::Commodity Prices::y/y,2020-01-02,14:30,,-2.1%,,-4.7%
SEK::Manufacturing PMI::none,2020-01-02,15:30,dec,47.1,,45.7
EUR::Austrian Unemployment Change::none,2020-01-02,16:00,dec,349.8K,,299.5K
EUR::Austrian Unemployment Rate::none,2020-01-02,16:00,dec,8.5%,,7.3%
HUF::Manufacturing PMI::none,2020-01-02,16:00,dec,53.9,,53.1
NOK::Manufacturing PMI::none,2020-01-02,16:00,dec,55.5,,53.8
SEK::Household Lending Growth::y/y,2020-01-02,16:30,nov,5.0%,,5.0%
CLP::Economic Activity::y/y,2020-01-02,18:30,dec,-3.3%,,-3.4%
EUR::Portuguese Business Confidence::none,2020-01-02,19:00,dec,2.1,,2.1
EUR::Portuguese Consumer Confidence::none,2020-01-02,19:00,dec,-7.20,,-6.90
EUR::Portuguese CPI::m/m,2020-01-02,19:00,,-0.1%,,-0.1%
EUR::Portuguese CPI::y/y,2020-01-02,19:00,,0.4%,,0.3%
USD::Challenger Job Cuts::none,2020-01-02,20:30,dec,32.843K,,44.569K
USD::Challenger Job Cuts::y/y,2020-01-02,20:30,,-25.2%,,-16.0%
USD::Continuing Jobless Claims::none,2020-01-02,21:30,,"1,728K","1,717K","1,723K"
USD::Initial Jobless Claims::none,2020-01-02,21:30,,222K,225K,224K
USD::Jobless Claims 4-Week Avg.::none,2020-01-02,21:30,,233.25K,,228.50K
MXN::Monetary Policy Meeting Minutes::none,2020-01-02,23:00,,,,
NA::Bosnia-Herzegovina - New Year's Day::none,2020-01-03,All Day,,,,
NA::Japan - Market Holiday::none,2020-01-03,All Day,,,,
NA::Serbia - Market Holiday::none,2020-01-03,All Day,,,,
USD::4-Week Bill Auction::none,2020-01-03,00:30,,1.500%,,1.555%
USD::8-Week Bill Auction::none,2020-01-03,00:30,,1.515%,,1.565%
BRL::Foreign Exchange Flows::none,2020-01-03,01:30,,-16.097B,,-13.690B
BRL::Trade Balance::none,2020-01-03,02:00,dec,5.60B,4.35B,3.43B
GBP::BRC Shop Price Index::y/y,2020-01-03,08:00,,-0.4%,,-0.5%
MYR::Exports::y/y,2020-01-03,12:00,nov,-5.5%,,-6.7%
MYR::Imports::y/y,2020-01-03,12:00,nov,-3.6%,,-8.7%
MYR::Trade Balance::none,2020-01-03,12:00,nov,6.50B,,17.30B
EUR::Estonian Industrial Production::m/m,2020-01-03,14:00,,0.60%,,0.60%
EUR::Estonian Industrial Production::y/y,2020-01-03,14:00,,-7.20%,,-4.00%
NOK::Unemployment Rate::none,2020-01-03,15:00,oct,3.8%,3.9%,3.9%
TRY::CPI::m/m,2020-01-03,15:00,dec,0.74%,0.49%,0.38%
TRY::CPI::y/y,2020-01-03,15:00,dec,11.84%,11.56%,10.56%
GBP::Nationwide HPI::m/m,2020-01-03,15:00,dec,0.1%,0.0%,0.5%
GBP::Nationwide HPI::y/y,2020-01-03,15:00,dec,1.4%,1.4%,0.8%
TRY::PPI::m/m,2020-01-03,15:00,dec,0.69%,,-0.08%
TRY::PPI::y/y,2020-01-03,15:00,dec,7.36%,,4.26%
THB::Currency Swaps (USD)::none,2020-01-03,15:30,,34.3B,,33.5B
THB::Foreign Reserves (USD)::none,2020-01-03,15:30,,223.0B,,221.8B
EUR::French CPI::m/m,2020-01-03,15:45,,1.0%,,0.1%
EUR::French CPI::y/y,2020-01-03,15:45,,1.4%,,1.0%
EUR::French HICP::m/m,2020-01-03,15:45,,0.5%,,0.1%
EUR::French HICP::y/y,2020-01-03,15:45,,1.6%,1.4%,1.2%
GBP::Nationwide HPI::m/m,2020-01-03,16:00,dec,0.1%,0.0%,0.5%
GBP::Nationwide HPI::y/y,2020-01-03,16:00,dec,1.4%,1.4%,0.8%
EUR::Spanish Unemployment Change::none,2020-01-03,16:00,,-34.6K,,20.5K
HKD::Retail Sales::y/y,2020-01-03,16:30,nov,-23.6%,,-24.3%
CHF::Manufacturing PMI::none,2020-01-03,16:30,dec,50.2,49.1,48.8
EUR::German Unemployment::none,2020-01-03,16:55,dec,2.279M,,2.266M
EUR::German Unemployment Change::none,2020-01-03,16:55,dec,8K,2K,-16K
EUR::German Unemployment Rate::none,2020-01-03,16:55,dec,5.0%,5.0%,5.0%
EUR::German Unemployment n.s.a.::none,2020-01-03,16:55,dec,2.227M,2.216M,2.180M
EUR::Loans to Non Financial Corporations::none,2020-01-03,17:00,nov,3.4%,,3.8%
EUR::M3 Money Supply::y/y,2020-01-03,17:00,nov,5.6%,5.7%,5.7%
EUR::Private Sector Loans::y/y,2020-01-03,17:00,,3.5%,3.6%,3.5%
GBP::BoE Consumer Credit::none,2020-01-03,17:30,nov,0.563B,1.000B,1.339B
GBP::M4 Money Supply::m/m,2020-01-03,17:30,nov,0.8%,,0.0%
GBP::Mortgage Approvals::none,2020-01-03,17:30,nov,64.99K,64.45K,64.66K
GBP::Mortgage Lending::none,2020-01-03,17:30,nov,4.05B,3.90B,4.31B
GBP::Net Lending to Individuals::none,2020-01-03,17:30,,4.5B,,5.6B
CLP::Retail Sales::y/y,2020-01-03,18:00,,-9.8%,,-11.9%
EUR::Latvian Industrial Production::m/m,2020-01-03,19:00,nov,-1.2%,,-2.3%
EUR::Latvian Industrial Production::y/y,2020-01-03,19:00,nov,-0.2%,,3.0%
INR::Bank Loan Growth::none,2020-01-03,19:30,,7.1%,,7.9%
INR::Deposit Growth::none,2020-01-03,19:30,,10.1%,,10.3%
"INR::FX Reserves, USD::none",2020-01-03,19:30,,457.47B,,454.95B
EUR::German CPI::m/m,2020-01-03,21:00,dec,0.5%,0.4%,-0.8%
EUR::German CPI::y/y,2020-01-03,21:00,dec,1.5%,1.4%,1.1%
EUR::German HICP::m/m,2020-01-03,21:00,dec,0.6%,0.5%,-0.8%
EUR::German HICP::y/y,2020-01-03,21:00,dec,1.5%,1.4%,1.2%
SGD::S&P Global Manufacturing PMI::none,2020-01-03,21:00,dec,50.1,49.9,49.8
CZK::Budget Balance::none,2020-01-03,21:30,dec,-28.500B,,-38.630B
USD::Seevol Cushing Storage Report::none,2020-01-03,21:30,,-0.980M,,-2.330M
USD::ISM NY Business Conditions::none,2020-01-03,22:45,dec,39.1%,,50.4%
USD::ISM-New York Index::none,2020-01-03,22:45,dec,869.0,,874.5
USD::Construction Spending::m/m,2020-01-03,23:00,nov,0.6%,0.3%,0.1%
USD::ISM Manufacturing Employment::none,2020-01-03,23:00,dec,45.1,,46.6
USD::ISM Manufacturing New Orders Index::none,2020-01-03,23:00,dec,46.8,,47.2
USD::ISM Manufacturing PMI::none,2020-01-03,23:00,dec,47.2,49.0,48.1
USD::ISM Manufacturing Prices::none,2020-01-03,23:00,dec,51.7,47.5,46.7
COP::Exports::y/y,2020-01-03,23:00,,-13.60%,,-11.90%
USD::Natural Gas Storage::none,2020-01-03,23:30,,-58B,-57B,-161B
USD::Crude Oil Imports::none,2020-01-04,00:00,,-1.522M,,0.466M
USD::Crude Oil Inventories::none,2020-01-04,00:00,,-11.463M,-3.288M,-5.474M
USD::Cushing Crude Oil Inventories::none,2020-01-04,00:00,,-1.449M,-0.980M,-2.393M
USD::Distillate Fuel Production::none,2020-01-04,00:00,,-0.083M,,0.322M
USD::EIA Refinery Crude Runs::w/w,2020-01-04,00:00,,0.303M,,0.418M
USD::EIA Weekly Distillates Stocks::none,2020-01-04,00:00,,8.776M,1.122M,-0.152M
USD::EIA Weekly Refinery Utilization Rates::w/w,2020-01-04,00:00,,1.2%,0.7%,2.7%
USD::Gasoline Inventories::none,2020-01-04,00:00,,3.212M,1.823M,1.963M
USD::Gasoline Production::none,2020-01-04,00:00,,-0.096M,,0.429M
USD::Heating Oil Stockpiles::none,2020-01-04,00:00,,-0.552M,,0.588M
EUR::Irish Exchequer Returns::none,2020-01-04,00:30,dec,0.647B,,3.355B
USD::U.S. Baker Hughes Oil Rig Count::none,2020-01-04,02:00,,670,,677
USD::U.S. Baker Hughes Total Rig Count::none,2020-01-04,02:00,,796,,805
CAD::BoC Gov Council Member Wilkins Speaks::none,2020-01-04,02:15,,,,
USD::FOMC Member Brainard Speaks::none,2020-01-04,02:15,,,,
USD::FOMC Member Kaplan Speaks::none,2020-01-04,04:30,,,,
USD::Total Vehicle Sales::none,2020-01-04,07:00,,16.70M,17.00M,17.10M
COP::CPI::m/m,2020-01-04,08:00,dec,0.26%,0.28%,0.10%
COP::CPI::y/y,2020-01-04,08:00,dec,3.80%,3.84%,3.84%
NA::Colombia - Epiphany Day::none,2020-01-06,All Day,,,,
NA::Croatia - Epiphany Day::none,2020-01-06,All Day,,,,
NA::Finland - Epiphany Day::none,2020-01-06,All Day,,,,
EUR::French 12-Month BTF Auction::none,2020-01-06,Tentative,,-0.589%,,-0.601%
EUR::French 3-Month BTF Auction::none,2020-01-06,Tentative,,-0.610%,,-0.658%
EUR::French 6-Month BTF Auction::none,2020-01-06,Tentative,,-0.616%,,-0.648%
NA::Greece - Epiphany Day::none,2020-01-06,All Day,,,,
NA::Iraq - Army Day::none,2020-01-06,All Day,,,,
NA::Lebanon - Christmas::none,2020-01-06,All Day,,,,
NA::Montenegro - Christmas::none,2020-01-06,All Day,,,,
NA::Poland - Epiphany Day::none,2020-01-06,All Day,,,,
NA::Serbia - Market Holiday::none,2020-01-06,All Day,,,,
NA::Slovakia - Epiphany Day::none,2020-01-06,All Day,,,,
NA::Sweden - Epiphany Day::none,2020-01-06,All Day,,,,
NA::Ukraine - Christmas::none,2020-01-06,All Day,,,,
NA::Venezuela - The Three Wise Men Day::none,2020-01-06,All Day,,,,
CAD::BoC Gov Council Member Wilkins Speaks::none,2020-01-06,02:15,,,,
GBP::BoE MPC Member Broadbent Speaks::none,2020-01-06,02:15,,,,
USD::FOMC Member Williams Speaks::none,2020-01-06,02:15,,,,
KRW::FX Reserves - USD::none,2020-01-06,05:00,,408.82B,,407.46B
AUD::AIG Manufacturing Index::none,2020-01-06,05:30,dec,48.3,,48.1
EUR::German Retail Sales::m/m,2020-01-06,15:00,nov,2.1%,1.1%,-1.3%
EUR::German Retail Sales::y/y,2020-01-06,15:00,nov,2.8%,0.9%,1.4%
RON::PPI::y/y,2020-01-06,15:00,nov,3.40%,,2.30%
