EventId,Date,Time,Period,Actual,Forecast,Previous
USD::Fed's Balance Sheet::none,2009-01-01,04:30,,"2,239.46B",,"2,232.31B"
AUD::AIG Manufacturing Index::none,2009-01-01,08:00,,33.7,,32.7
MXN::1st Half-Month CPI::none,2009-01-01,17:00,dec,0.45%,,0.94%
MXN::1st Half-Month Core CPI::none,2009-01-01,17:00,dec,0.44%,,0.32%
USD::3-Year Note Auction::none,2009-01-01,17:00,dec,1.13%,,1.75%
USD::5-Year Note Auction::none,2009-01-01,17:00,dec,1.50%,,2.00%
USD::All Car Sales::none,2009-01-01,17:00,dec,5.15M,,5.12M
USD::All Truck Sales::none,2009-01-01,17:00,dec,4.99M,,5.13M
GBP::Average Earnings ex Bonus::none,2009-01-01,17:00,dec,3.30%,,3.40%
INR::Bank Loan Growth::none,2009-01-01,17:00,dec,24.55%,,26.91%
GBP::BoE Consumer Credit::none,2009-01-01,17:00,dec,-0.22B,,0.35B
CAD::Budget Balance::none,2009-01-01,17:00,dec,0.33B,,0.10B
CAD::Budget Balance::y/y,2009-01-01,17:00,dec,0.37B,,0.04B
USD::Building Permits::m/m,2009-01-01,17:00,dec,-10.70%,,-15.60%
USD::CB Employment Trends Index::none,2009-01-01,17:00,dec,100.30,,103.50
GBP::CPI::m/m,2009-01-01,17:00,dec,-0.40%,,-0.10%
KRW::CPI::m/m,2009-01-01,17:00,dec,0.00%,,-0.30%
MXN::CPI::m/m,2009-01-01,17:00,dec,0.69%,,1.14%
SEK::CPI::m/m,2009-01-01,17:00,dec,-1.30%,,-0.80%
CAD::CPI::y/y,2009-01-01,17:00,dec,1.20%,,2.00%
CHF::CPI::y/y,2009-01-01,17:00,dec,0.70%,,1.50%
KRW::CPI::y/y,2009-01-01,17:00,dec,4.10%,,4.50%
MXN::CPI::y/y,2009-01-01,17:00,dec,6.53%,,6.23%
SEK::CPI::y/y,2009-01-01,17:00,dec,0.90%,,2.50%
"USD::CPI Index, n.s.a.::none",2009-01-01,17:00,dec,210.23,,212.42
SEK::CPIF (CPI at constant interest rates)::m/m,2009-01-01,17:00,dec,-0.10%,,-0.40%
SEK::CPIF (CPI at constant interest rates)::y/y,2009-01-01,17:00,dec,1.60%,,1.80%
INR::Cash Reserve Ratio::none,2009-01-01,17:00,dec,5.50%,,5.63%
USD::Chain Store Sales::m/m,2009-01-01,17:00,dec,-2.00%,,-2.70%
USD::Chain Store Sales::w/w,2009-01-01,17:00,dec,0.38%,,-0.38%
USD::Chain Store Sales::y/y,2009-01-01,17:00,dec,-0.63%,,0.20%
USD::Challenger Job Cuts::none,2009-01-01,17:00,dec,166.35K,,181.67K
USD::Chicago Fed National Activity::none,2009-01-01,17:00,dec,-4.17,,-3.55
USD::Cleveland CPI::m/m,2009-01-01,17:00,dec,0.00%,,0.20%
KRW::Consumer Confidence::none,2009-01-01,17:00,dec,74.00,,78.00
MXN::Consumer Confidence::none,2009-01-01,17:00,dec,82.90,,86.00
SEK::Consumer Confidence::none,2009-01-01,17:00,dec,76.10,,71.80
MXN::Consumer Confidence n.s.a.::none,2009-01-01,17:00,dec,84.10,,83.90
USD::Continuing Jobless Claims::none,2009-01-01,17:00,dec,"4,544.39K",,"4,138.75K"
MXN::Core CPI::m/m,2009-01-01,17:00,dec,0.57%,,0.46%
CAD::Core CPI::y/y,2009-01-01,17:00,dec,2.40%,,2.40%
USD::Core CPI Index::none,2009-01-01,17:00,dec,216.92,,216.95
USD::Core PCE Price Index::y/y,2009-01-01,17:00,dec,1.40%,,1.70%
GBP::Core PPI Output::m/m,2009-01-01,17:00,dec,0.00%,,0.20%
GBP::Core PPI Output::y/y,2009-01-01,17:00,dec,4.80%,,5.00%
GBP::Core RPI::m/m,2009-01-01,17:00,dec,-0.50%,,-0.40%
GBP::Core RPI::y/y,2009-01-01,17:00,dec,2.80%,,3.90%
GBP::Core Retail Sales::m/m,2009-01-01,17:00,dec,0.90%,,0.30%
GBP::Core Retail Sales::y/y,2009-01-01,17:00,dec,1.40%,,-0.20%
INR::Cumulative Industrial Production::none,2009-01-01,17:00,dec,3.60%,,4.10%
KRW::Current Account::none,2009-01-01,17:00,dec,7.66B,,1.32B
USD::Dallas Fed Mfg Business Index::none,2009-01-01,17:00,dec,-57.40,,-54.10
USD::Dallas Fed PCE::none,2009-01-01,17:00,dec,1.10%,,2.30%
USD::Dallas Fed Services Revenues::none,2009-01-01,17:00,dec,-18.50,,-16.10
INR::Deposit Growth::none,2009-01-01,17:00,dec,21.10%,,20.34%
USD::Domestic Truck Sales::none,2009-01-01,17:00,dec,4.07M,,4.22M
USD::Durables Excluding Defense::m/m,2009-01-01,17:00,dec,-4.90%,,-4.30%
USD::EIA Weekly Distillates Stocks::none,2009-01-01,17:00,dec,2.64M,,-0.72M
MXN::Economic Activity::m/m,2009-01-01,17:00,dec,-1.51%,,-1.23%
MXN::Economic Activity::y/y,2009-01-01,17:00,dec,-1.59%,,-1.76%
USD::Existing Home Sales::m/m,2009-01-01,17:00,dec,6.40%,,-7.80%
USD::Export Price Index::m/m,2009-01-01,17:00,dec,-2.20%,,-3.20%
KRW::Export Price Index::y/y,2009-01-01,17:00,dec,25.00%,,31.50%
CAD::Exports::none,2009-01-01,17:00,dec,33.78B,,38.29B
INR::Exports (USD)::none,2009-01-01,17:00,dec,13.37B,,11.16B
KRW::Exports::y/y,2009-01-01,17:00,dec,-17.90%,,-19.50%
KRW::FX Reserves - USD::none,2009-01-01,17:00,dec,201.22B,,200.51B
"INR::FX Reserves, USD::none",2009-01-01,17:00,dec,255.24B,,247.69B
USD::Factory orders ex transportation::m/m,2009-01-01,17:00,dec,-6.80%,,-6.30%
INR::Federal Fiscal Deficit::none,2009-01-01,17:00,dec,"2,182.62B",,"1,765.10B"
MXN::Fiscal Balance::none,2009-01-01,17:00,dec,-239.68B,,13.51B
CAD::Foreign Securities Purchases by Canadians::none,2009-01-01,17:00,dec,-5.75B,,-2.54B
CAD::Full Employment Change::none,2009-01-01,17:00,dec,-68.10K,,-86.70K
USD::Gasoline Inventories::none,2009-01-01,17:00,dec,2.43M,,0.71M
USD::Goods Orders Non Defense Ex Air::m/m,2009-01-01,17:00,dec,-2.80%,,4.70%
USD::Government Payrolls::none,2009-01-01,17:00,dec,-4.00K,,11.00K
MXN::Gross Fixed Investments::m/m,2009-01-01,17:00,dec,-1.98%,,-2.93%
MXN::Gross Fixed Investments::y/y,2009-01-01,17:00,dec,-3.09%,,-4.60%
GBP::Halifax House Price Index::y/y,2009-01-01,17:00,dec,-16.20%,,-14.90%
USD::House Price Index::none,2009-01-01,17:00,dec,195.90,,196.10
USD::House Price Index::y/y,2009-01-01,17:00,dec,-10.20%,,-10.50%
SEK::Household Lending Growth::y/y,2009-01-01,17:00,dec,8.93%,,9.05%
USD::Housing Starts::m/m,2009-01-01,17:00,dec,-14.10%,,-16.10%
CAD::IPPI::y/y,2009-01-01,17:00,dec,2.00%,,5.80%
USD::ISM Manufacturing Employment::none,2009-01-01,17:00,dec,29.90,,34.40
USD::ISM Manufacturing New Orders Index::none,2009-01-01,17:00,dec,23.20,,27.60
USD::ISM Non-Manufacturing Business Activity::none,2009-01-01,17:00,dec,38.30,,34.20
USD::ISM Non-Manufacturing Employment::none,2009-01-01,17:00,dec,34.90,,31.50
USD::ISM Non-Manufacturing New Orders::none,2009-01-01,17:00,dec,38.70,,35.30
USD::ISM Non-Manufacturing Prices::none,2009-01-01,17:00,dec,36.80,,37.30
USD::ISM-New York Index::none,2009-01-01,17:00,dec,388.00,,390.30
KRW::Import Price Index::y/y,2009-01-01,17:00,dec,22.40%,,32.00%
CAD::Imports::none,2009-01-01,17:00,dec,35.48B,,37.90B
INR::Imports (USD)::none,2009-01-01,17:00,dec,19.46B,,23.49B
KRW::Imports::y/y,2009-01-01,17:00,dec,-21.60%,,-15.00%
SEK::Industrial New Orders::y/y,2009-01-01,17:00,dec,-27.18%,,-21.82%
KRW::Industrial Production::m/m,2009-01-01,17:00,dec,-10.50%,,-10.70%
MXN::Industrial Production::m/m,2009-01-01,17:00,dec,-1.15%,,-1.46%
SEK::Industrial Production::m/m,2009-01-01,17:00,dec,-7.20%,,-3.30%
GBP::Industrial Production::y/y,2009-01-01,17:00,dec,-8.40%,,-7.70%
KRW::Industrial Production::y/y,2009-01-01,17:00,dec,-18.40%,,-13.60%
MXN::Industrial Production::y/y,2009-01-01,17:00,dec,-3.66%,,-2.97%
SEK::Industrial Production::y/y,2009-01-01,17:00,dec,-19.50%,,-12.30%
KRW::Interest Rate Decision::none,2009-01-01,17:00,dec,3.00%,,4.00%
MXN::Interest Rate Decision::none,2009-01-01,17:00,dec,8.25%,,8.25%
SEK::Interest Rate Decision::none,2009-01-01,17:00,dec,2.23%,,3.75%
