Patch,EventId,Cur,Event,Period,Date,Time,PreviousRaw,PriorActual,PreviousEffective
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-01-11,18:15,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-01-21,20:00,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-01-28,21:30,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-03-11,02:00,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-03-13,04:45,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-03-19,15:45,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-03-22,23:30,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-03-25,16:00,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-03-27,00:00,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-04-09,23:30,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-04-10,15:45,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-04-22,19:00,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-04-27,00:30,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-04-27,22:15,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-04-28,01:15,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-04-29,19:30,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-05-06,23:30,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-05-10,20:45,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-05-31,08:25,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-06-22,00:30,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-06-30,22:30,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-09-06,02:00,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-09-20,01:00,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-09-27,15:00,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-09-27,21:00,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-10-12,00:00,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-10-13,00:20,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-10-16,19:00,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-10-17,16:00,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-10-28,16:30,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-11-18,21:30,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-11-19,22:15,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-11-23,00:00,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-11-30,23:30,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-12-03,15:30,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-12-11,00:15,,0.00,0.00
previous_missing_filled,EUR::ecb president trichet speaks::none,EUR,ECB President Trichet Speaks,,2010-12-14,02:30,,0.00,0.00
previous_missing_filled,USD::fed chairman bernanke speaks::none,USD,Fed Chairman Bernanke Speaks,,2010-01-03,23:30,,0.00,0.00
previous_missing_filled,USD::fed chairman bernanke speaks::none,USD,Fed Chairman Bernanke Speaks,,2010-03-20,21:00,,0.00,0.00
previous_missing_filled,USD::fed chairman bernanke speaks::none,USD,Fed Chairman Bernanke Speaks,,2010-04-08,01:30,,0.00,0.00
previous_missing_filled,USD::fed chairman bernanke speaks::none,USD,Fed Chairman Bernanke Speaks,,2010-04-09,08:30,,0.00,0.00
previous_missing_filled,USD::fed chairman bernanke speaks::none,USD,Fed Chairman Bernanke Speaks,,2010-04-14,07:00,,0.00,0.00
previous_missing_filled,USD::fed chairman bernanke speaks::none,USD,Fed Chairman Bernanke Speaks,,2010-04-19,21:00,,0.00,0.00
previous_missing_filled,USD::fed chairman bernanke speaks::none,USD,Fed Chairman Bernanke Speaks,,2010-05-06,21:30,,0.00,0.00
