Patch,EventId,Cur,Event,Period,Date,Time,PreviousRaw,PriorActual,PreviousEffective
previous_missing_filled,USD::Beige Book::none,USD,Beige Book,,2018-01-18,03:00,,0.00,0.00
previous_missing_filled,USD::Beige Book::none,USD,Beige Book,,2018-03-08,03:00,,0.00,0.00
previous_missing_filled,USD::Beige Book::none,USD,Beige Book,,2018-04-19,02:00,,0.00,0.00
previous_missing_filled,USD::Beige Book::none,USD,Beige Book,,2018-05-31,02:00,,0.00,0.00
previous_missing_filled,USD::Beige Book::none,USD,Beige Book,,2018-07-19,02:00,,0.00,0.00
previous_missing_filled,USD::Beige Book::none,USD,Beige Book,,2018-09-13,02:00,,0.00,0.00
previous_missing_filled,USD::Beige Book::none,USD,Beige Book,,2018-10-25,02:00,,0.00,0.00
previous_missing_filled,USD::Beige Book::none,USD,Beige Book,,2018-12-06,03:00,,0.00,0.00
previous_missing_filled,AUD::RBA Bulletin::none,AUD,RBA Bulletin,,2018-03-15,08:00,,0.00,0.00
previous_missing_filled,AUD::RBA Bulletin::none,AUD,RBA Bulletin,,2018-06-21,09:30,,0.00,0.00
previous_missing_filled,AUD::RBA Bulletin::none,AUD,RBA Bulletin,,2018-09-20,09:30,,0.00,0.00
previous_missing_filled,AUD::RBA Bulletin::none,AUD,RBA Bulletin,,2018-12-13,08:30,,0.00,0.00
previous_missing_filled,SGD::S&P Global Manufacturing PMI::none,SGD,S&P Global Manufacturing PMI,,2018-01-08,23:15,,52.8,52.8
previous_missing_filled,HUF::Trade Balance (EUR)::m/m,HUF,Trade Balance (EUR) (MoM)  (Dec),dec,2018-02-09,16:00,,713.0M,713.0M
previous_missing_filled,BWP::CPI::m/m,BWP,CPI (MoM)  (Jul),jul,2018-08-15,22:10,,0.1%,0.1%
previous_missing_filled,BWP::CPI::m/m,BWP,CPI (MoM)  (Nov),nov,2018-11-15,21:45,,0.1%,0.1%
previous_missing_filled,SAR::M3 Money Supply::y/y,SAR,M3 Money Supply (YoY),,2018-10-29,20:00,,0.00%,0.00%
