EventId,Cur,Event,Period,Date,Time,ActualRaw,ActualEffective,ActualRevisedFrom,Forecast,PreviousRaw,Previous,PreviousRevisedFrom
NA::Argentina - New Year's Day::none,,Argentina - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Australia - New Year's Day::none,,Australia - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Austria - New Year's Day::none,,Austria - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Bahrain - New Year's Day::none,,Bahrain - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Belgium - New Year's Day::none,,Belgium - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Botswana - New Year's Day::none,,Botswana - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Brazil - New Year's Day::none,,Brazil - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Bulgaria - New Year's Day::none,,Bulgaria - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Canada - New Year's Day::none,,Canada - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Chile - New Year's Day::none,,Chile - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::China - New Year's Day::none,,China - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Colombia - New Year's Day::none,,Colombia - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Costa Rica - New Year's Day::none,,Costa Rica - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Croatia - New Year's Day::none,,Croatia - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Cyprus - First of January::none,,Cyprus - First of January,,2015-01-01,All Day,,,,,,,
NA::Czech Republic - New Year's Day::none,,Czech Republic - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Denmark - New Year's Day::none,,Denmark - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Egypt - Bank Holiday::none,,Egypt - Bank Holiday,,2015-01-01,All Day,,,,,,,
NA::Estonia - New Year's Day::none,,Estonia - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Finland - New Year's Day::none,,Finland - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::France - New Year's Day::none,,France - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Germany - New Year's Day::none,,Germany - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Greece - New Year's Day::none,,Greece - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Hong Kong - The first day of January::none,,Hong Kong - The first day of January,,2015-01-01,All Day,,,,,,,
NA::Hungary - New Year's Day::none,,Hungary - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Iceland - New Year's Day::none,,Iceland - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Indonesia - New Year's Day::none,,Indonesia - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Ireland - New Year's Day::none,,Ireland - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Italy - New Year's Day::none,,Italy - New Year's Day,,2015-01-01,All Day,,,,,,,
NA::Japan - Exchange Holiday::none,,Japan - Exchange Holiday,,2015-01-01,All Day,,,,,,,
NA::Jordan - New Year's Day::none,,Jordan - New Year's Day,,2015-01-01,All Day,,,,,,,
