EventId,Cur,Event,Period,Date,Time,ActualRaw,ActualEffective,ActualRevisedFrom,Forecast,PreviousRaw,Previous,PreviousRevisedFrom
NA::Bahrain - New Year's Day::none,,Bahrain - New Year's Day,,2023-01-01,All Day,,,,,,,
NA::Iraq - New Year::none,,Iraq - New Year,,2023-01-01,All Day,,,,,,,
NA::Jordan - New Year's Day::none,,Jordan - New Year's Day,,2023-01-01,All Day,,,,,,,
NA::Kuwait - New Year's Day::none,,Kuwait - New Year's Day,,2023-01-01,All Day,,,,,,,
NA::Oman - New Year's Day::none,,Oman - New Year's Day,,2023-01-01,All Day,,,,,,,
NA::Palestinian Territory - New Year's Day::none,,Palestinian Territory - New Year's Day,,2023-01-01,All Day,,,,,,,
NA::Taiwan - New Year::none,,Taiwan - New Year,,2023-01-01,All Day,,,,,,,
KRW::Exports::y/y,KRW,Exports (YoY)  (Dec),dec,2023-01-01,08:00,-9.5%,-9.5%,,-10.1%,-14.0%,-14.0%,
KRW::Imports::y/y,KRW,Imports (YoY)  (Dec),dec,2023-01-01,08:00,-2.4%,-2.4%,,-0.6%,2.7%,2.7%,
KRW::Trade Balance::none,KRW,Trade Balance  (Dec),dec,2023-01-01,08:00,-4.69B,-4.69B,,-6.74B,-6.99B,-6.99B,
NA::Australia - New Year's Day::none,,Australia - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::Bosnia-Herzegovina - New Year's Day::none,,Bosnia-Herzegovina - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::Botswana - New Year's Day::none,,Botswana - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::Bulgaria - New Year's Day::none,,Bulgaria - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::Canada - New Year's Day::none,,Canada - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::China - New Year's Day::none,,China - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::Hong Kong - New Year's Day::none,,Hong Kong - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::Ireland - New Year's Day::none,,Ireland - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::Jamaica - New Year's Day::none,,Jamaica - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::Japan - New Year's Day::none,,Japan - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::Kazakhstan - New Year's Day::none,,Kazakhstan - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::Kenya - New Year's Day::none,,Kenya - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::Malaysia - New Year's Day::none,,Malaysia - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::Malta - New Year's Day::none,,Malta - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::Mauritius - New Year's Day::none,,Mauritius - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::Montenegro - New Year's Day::none,,Montenegro - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::New Zealand - New Year's Day::none,,New Zealand - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::Nigeria - New Year's Day::none,,Nigeria - New Year's Day,,2023-01-02,All Day,,,,,,,
NA::Philippines - Market Holiday::none,,Philippines - Market Holiday,,2023-01-02,All Day,,,,,,,
