Date,Day,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
2009-01-01,Thursday,04:30,USD,Medium,Fed's Balance Sheet,"2,239.46B",,"2,232.31B"
2009-01-01,Thursday,08:00,AUD,Low,AIG Manufacturing Index,33.7,,32.7
2009-01-01,Thursday,17:00,MXN,Low,1st Half-Month CPI  (Dec),0.45%,,0.94%
2009-01-01,Thursday,17:00,MXN,Low,1st Half-Month Core CPI  (Dec),0.44%,,0.32%
2009-01-01,Thursday,17:00,USD,Medium,3-Year Note Auction  (Dec),1.13%,,1.75%
2009-01-01,Thursday,17:00,USD,Medium,5-Year Note Auction  (Dec),1.50%,,2.00%
2009-01-01,Thursday,17:00,USD,Low,All Car Sales  (Dec),5.15M,,5.12M
2009-01-01,Thursday,17:00,USD,Low,All Truck Sales  (Dec),4.99M,,5.13M
2009-01-01,Thursday,17:00,GBP,Low,Average Earnings ex Bonus  (Dec),3.30%,,3.40%
2009-01-01,Thursday,17:00,INR,Low,Bank Loan Growth  (Dec),24.55%,,26.91%
2009-01-01,Thursday,17:00,GBP,Low,BoE Consumer Credit  (Dec),-0.22B,,0.35B
2009-01-01,Thursday,17:00,CAD,Low,Budget Balance  (Dec),0.33B,,0.10B
2009-01-01,Thursday,17:00,CAD,Low,Budget Balance (YoY)  (Dec),0.37B,,0.04B
2009-01-01,Thursday,17:00,USD,Low,Building Permits (MoM)  (Dec),-10.70%,,-15.60%
2009-01-01,Thursday,17:00,USD,Low,CB Employment Trends Index  (Dec),100.30,,103.50
2009-01-01,Thursday,17:00,KRW,Low,CPI (MoM)  (Dec),0.00%,,-0.30%
2009-01-01,Thursday,17:00,GBP,Medium,CPI (MoM)  (Dec),-0.40%,,-0.10%
2009-01-01,Thursday,17:00,SEK,Medium,CPI (MoM)  (Dec),-1.30%,,-0.80%
2009-01-01,Thursday,17:00,MXN,Medium,CPI (MoM)  (Dec),0.69%,,1.14%
2009-01-01,Thursday,17:00,CHF,Low,CPI (YoY)  (Dec),0.70%,,1.50%
2009-01-01,Thursday,17:00,SEK,Medium,CPI (YoY)  (Dec),0.90%,,2.50%
