Date,Day,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
2025-01-01,Wednesday,All Day,,Holiday,Argentina - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Australia - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Austria - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Bahrain - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Bangladesh - Bank Holiday,,,
2025-01-01,Wednesday,All Day,,Holiday,Belgium - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Bermuda - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Bosnia-Herzegovina - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Botswana - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Brazil - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Bulgaria - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Canada - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Cayman Islands - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Chile - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,China - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Colombia - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Costa Rica - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Croatia - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Cyprus - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Czech Republic - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Denmark - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Ecuador - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Egypt - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Estonia - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Finland - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,France - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Germany - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Greece - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Hong Kong - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Hungary - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Iceland - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Indonesia - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Ireland - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Italy - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Jamaica - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Japan - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Jordan - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Kazakhstan - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Kenya - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Kuwait - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Latvia - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Lebanon - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Lithuania - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Luxembourg - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Malta - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Mauritius - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Mexico - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Mongolia - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Montenegro - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Morocco - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Namibia - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Netherlands - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,New Zealand - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Nigeria - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Norway - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Palestinian Territory - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Peru - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Philippines - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Poland - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Portugal - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Qatar - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Romania - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Russia - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Rwanda - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Serbia - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Singapore - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Slovakia - Republic Day,,,
2025-01-01,Wednesday,All Day,,Holiday,Slovenia - Republic Day,,,
2025-01-01,Wednesday,All Day,,Holiday,South Africa - New Year's Day,,,
2025-01-01,Wednesday,All Day,,Holiday,South Korea - New Year's Day,,,
