Date,Day,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
2023-01-01,Sunday,All Day,,Holiday,Bahrain - New Year's Day,,,
2023-01-01,Sunday,All Day,,Holiday,Iraq - New Year,,,
2023-01-01,Sunday,All Day,,Holiday,Jordan - New Year's Day,,,
2023-01-01,Sunday,All Day,,Holiday,Kuwait - New Year's Day,,,
2023-01-01,Sunday,All Day,,Holiday,Oman - New Year's Day,,,
2023-01-01,Sunday,All Day,,Holiday,Palestinian Territory - New Year's Day,,,
2023-01-01,Sunday,All Day,,Holiday,Taiwan - New Year,,,
2023-01-01,Sunday,08:00,KRW,Low,Exports (YoY)  (Dec),-9.5%,-10.1%,-14.0%
2023-01-01,Sunday,08:00,KRW,Low,Imports (YoY)  (Dec),-2.4%,-0.6%,2.7%
2023-01-01,Sunday,08:00,KRW,Low,Trade Balance  (Dec),-4.69B,-6.74B,-6.99B
2023-01-02,Monday,All Day,,Holiday,Australia - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Bosnia-Herzegovina - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Botswana - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Bulgaria - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Canada - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,China - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Hong Kong - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Ireland - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Jamaica - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Japan - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Kazakhstan - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Kenya - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Malaysia - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Malta - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Mauritius - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Montenegro - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,New Zealand - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Nigeria - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Philippines - Market Holiday,,,
2023-01-02,Monday,All Day,,Holiday,Romania - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Russia - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Rwanda - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Serbia - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Singapore - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Slovenia - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,South Africa - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Switzerland - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Taiwan - Republic Day,,,
2023-01-02,Monday,All Day,,Holiday,Thailand - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Ukraine - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,United Kingdom - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,United States - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Vietnam - New Year's Day,,,
2023-01-02,Monday,All Day,,Holiday,Zimbabwe - New Year's Day,,,
2023-01-02,Monday,08:30,KRW,Low,S&P Global South Korea Manufacturing PMI  (Dec),48.2,,49.0
2023-01-02,Monday,10:45,PEN,Low,CPI (MoM),0.79%,,0.52%
2023-01-02,Monday,12:00,IDR,Low,Core Inflation (YoY)  (Dec),3.36%,3.39%,3.30%
2023-01-02,Monday,12:00,IDR,Low,Inflation (MoM)  (Dec),0.66%,0.52%,0.09%
2023-01-02,Monday,12:00,IDR,Low,Inflation (YoY)  (Dec),5.51%,5.39%,5.42%
2023-01-02,Monday,15:30,SEK,Low,Manufacturing PMI  (Dec),45.9,,45.9
2023-01-02,Monday,16:00,EUR,Low,Austrian Unemployment Change  (Dec),309.7K,,257.5K
